base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Erotic relationship', 'Full label': '""Having an erotic relationship""'}",Relationship Building,"Relationship Building best fits a shared desire to move from acquaintance to intimate partners while calibrating comfort and consent. One agent pursues gentle escalation through attunement; the other prioritizes boundary expression and tests respect—creating complementary intentions that reveal dispositional tendencies (approach vs. caution) interacting with situational cues (tone, pacing, responsiveness).","Gently escalate flirtation by introducing warmer, suggestive subtext only when the partner’s language and tone show enthusiasm, and promptly de-escalate when cues become neutral or hesitant.","Maintain clear boundaries and preferred pace by explicitly naming comfort levels and redirecting suggestive turns, while rewarding respectful attunement with warmer reciprocity and playful self-disclosure.","""Having an erotic relationship""",Attuned initiator,Boundary-setting evaluator,"{'scenario_context': '[Agent 1] and [Agent 2], both consenting adults who have already been on two low-key dates, meet in a calm, private-friendly setting after work to decide whether to explore a more explicitly erotic connection at a pace that feels good for both. They have a shared goal of building mutual chemistry while keeping consent and comfort central. [Agent 1], acting as an attuned initiator, plans to offer warmer compliments and lightly suggestive subtext only if [Agent 2] responds with clear enthusiasm in language and tone, and to promptly dial back if cues turn neutral or hesitant. [Agent 2], as a boundary-setting evaluator, intends to name comfort levels and preferred pacing explicitly, redirect any suggestive turns that feel too quick, and reward respectful attunement with warmer reciprocity and playful self-disclosure. They have agreed on simple check-in phrases (e.g., \x1cI like this, keep going\x1d; \x1cThat\x19s a bit fast for me\x1d) and are also discussing plans for a third date and what kind of flirtation between dates feels comfortable.', 'explanation': 'The scene positions two cooperative adults with aligned intentions: to build an erotic relationship while maintaining consent, clarity, and safety. The individual goals are complementary—[Agent 1] tests and adjusts based on [Agent 2]\x19s cues; [Agent 2] provides explicit boundaries and positively reinforces attunement—making successful coordination likely. The pre-agreed check-ins reduce ambiguity, keeping difficulty low and supporting a smooth, realistic interpersonal dynamic for the upcoming conversation.'}"
"{'Abbreviation': 'Religious traditions', 'Full label': '""Engaging in religious traditions""'}",Cooperation,"Cooperation best fits because engaging in religious traditions often requires coordinating preferences, comfort levels, and timing so both can participate meaningfully. One agent aims to shape a collaborative plan that lowers pressure, while the other tests for openness and respect to decide how to engage.","Foster joint engagement by framing each ritual as an optional, shared choice and mirroring the other’s stated comfort levels to reduce perceived pressure.",Assess the guide’s openness by candidly voicing uncertainties and boundaries and monitoring whether responses acknowledge and validate those concerns before moving forward.,"""Engaging in religious traditions""",Tradition Guide,Questioning Newcomer,"{'scenario_context': 'Before a community observance begins, [Agent 1] (Tradition Guide) and [Agent 2] (Questioning Newcomer) meet for a brief orientation to decide which optional rituals to try together today (e.g., standing, reciting, symbolic gestures, sharing food). Their shared goal is to co-create a comfortable plan for engaging in traditions. [Agent 1] intends to present each ritual as an opt-in choice, mirror [Agent 2]’s stated comfort level, and set a pace that reduces perceived pressure. [Agent 2] intends to state uncertainties and boundaries candidly, and to proceed only if [Agent 1] acknowledges and validates those concerns. They have a simple checklist to review and can skip or adapt any item, with the understanding that decisions can be revised during the service.', 'explanation': 'This setup promotes easy cooperation: both agents value autonomy and comfort. [Agent 2] will test whether [Agent 1]’s supportiveness is dispositional (genuine openness) or merely situational (scripted politeness), while [Agent 1] purposely interprets hesitation as situational uncertainty rather than fixed resistance, reducing attributional error. Structuring choices, mirroring comfort, and explicit validation create a low-pressure context where agreement is straightforward and goals align.'}"
"{'Abbreviation': 'Helping others', 'Full label': '""Helping others, cooperating, giving support""'}",Cooperation,"Cooperation best fits a shared aim of helping, supporting, and working together. One agent focuses on coordinating direction, while the other sustains morale and trust—complementary intentions that foster effective cooperation.",Shape a shared course of action by synthesizing both perspectives and using inclusive language that gently aligns the partner toward joint steps.,Maintain cooperative momentum by validating the partner’s ideas and reflecting their feelings to convey steady support and confidence.,"""Helping others, cooperating, giving support""",Support Facilitator,Affirming Collaborator,"{'scenario_context': '[Agent 1] and [Agent 2] are co-leading a brief orientation segment for new volunteers joining a community support line. They have ten minutes to align on a simple plan that helps newcomers feel confident about giving support: a welcoming check-in, a quick needs poll, a short resource overview, a buddy practice, and a closing encouragement. They also need to agree on who will lead each part and how to respond if a participant shares anxiety or stays quiet. The situation is cooperative and low-stakes; both expect quick agreement. [Agent 1] approaches the huddle as a Support Facilitator, aiming to synthesize both perspectives into a clear, shared sequence using inclusive ""we"" language and concrete next steps. [Agent 2], as an Affirming Collaborator, intends to keep momentum by validating [Agent 1]’s ideas, reflecting feelings to normalize concerns, and signaling confidence in the joint plan.', 'explanation': 'The scenario emphasizes cooperative helping with minimal friction: mild time pressure, shared purpose, and predictable participant needs. Dispositionally, [Agent 1] is structured and inclusive, while [Agent 2] is affirming and reflective. Situational cues (new volunteers’ likely anxiety, a short agenda to finalize) invite [Agent 1] to organize and [Agent 2] to validate, aligning both personal goals with the shared goal. This makes attributions straightforward: behaviors can be reasonably seen as stemming from supportive dispositions, with the situation gently channeling those traits—an easy-level setup for observing how inclusive planning and emotional validation interact to shape coordinated support behavior.'}"
"{'Abbreviation': 'Being disciplined', 'Full label': '""Being disciplined, able to follow-through with projects I start, following my intentions with behavior""'}",Cooperation,"Cooperation best fits the shared goal of building disciplined follow-through because both agents work together to shape each other’s behavior. To probe attribution theory, one agent intentionally reframes causes (effort/strategy vs fixed traits), while the other evaluates whether that support respects autonomy, adjusting openness accordingly.","Influence the other to describe lapses and successes in terms of controllable effort and strategy by consistently reflecting and affirming such attributions, so the other begins framing their own behavior that way in conversation.","Assess whether the other’s guidance is autonomy-respecting and non-judgmental; respond with greater openness and self-generated plans only when their tone and prompts show permission and respect, and assert boundaries if it feels pressuring.","""Being disciplined, able to follow-through with projects I start, following my intentions with behavior""",Supportive accountability coach,Autonomy-seeking striver,"{'scenario_context': 'During a scheduled 20-minute weekly video check-in, [Agent 1] (supportive accountability coach) and [Agent 2] (autonomy-seeking striver) review week-two progress on a follow-through sprint focused on building [Agent 2]’s portfolio website. They agreed to look at one clear success and one lapse from [Agent 2]’s simple tracker (e.g., completing two 25-minute work blocks using a phone-off cue; missing one block after a last-minute social plan). The agenda: identify what helped and what got in the way, highlight controllable factors (effort, planning, tactics), and choose one small experiment for the next two days. [Agent 1] will use reflective, choice-affirming prompts and mirror attributions to effort and strategy rather than fixed traits. [Agent 2] will engage more openly if the tone stays non-judgmental and permission-based, and will state a boundary if it feels pressuring. Both expect a brief, cooperative, solution-focused exchange.', 'explanation': 'This setup positions [Agent 1] to reinforce controllable, strategy-focused attributions while respecting [Agent 2]’s need for autonomy. A concrete shared project and a narrow agenda (one success, one lapse, one next step) invite attributional reflection without blame. The pre-aligned expectations and emphasis on respectful tone reduce tension, fitting the Easy difficulty and enabling cooperative goal pursuit.'}"
"{'Abbreviation': 'Being good looking', 'Full label': '""Being good looking""'}",Identity Recognition,"Identity Recognition best fits the shared goal because the interaction centers on being seen and acknowledged as attractive. One agent seeks recognition of attractiveness through subtle self-presentation, while the other regulates and authenticates that recognition with credible, caring feedback.","Subtly steer the other to spontaneously frame me as attractive by using modest self-disclosure and playful bids for notice, without directly asking for compliments.","Convey credible, caring appraisal by offering specific, concrete affirmations and gently pushing back on flattery-seeking cues to keep praise sincere.","""Being good looking""",Image-Seeker,Honest Mirror,"{'scenario_context': 'On a short video call to choose which outfit and grooming details to use for new profile photos, [Agent 1] and [Agent 2] are previewing two clothing options, a couple of hairstyle tweaks, and different lighting angles. Both want [Agent 1] to look good in the final images and feel authentically attractive. [Agent 1] (Image-Seeker) plans to offer modest self-observations and playful bids for notice—changing lighting, adjusting camera angle, mentioning small insecurities—to invite spontaneous appraisal without directly asking. [Agent 2] (Honest Mirror) aims to give specific, caring affirmations about fit, color, and details, and to gently redirect any flattery-seeking toward concrete feedback so praise remains sincere. The rapport is friendly and low-pressure, making collaboration easy and supportive.', 'explanation': 'The scene foregrounds identity recognition through appearance management with aligned goals. Dispositional tendencies guide behavior: [Agent 1] seeks approval subtly; [Agent 2] prioritizes honest, evidence-based affirmation. The situation (low-stakes video call, shared task) promotes cooperative exchanges, enabling [Agent 2] to anchor praise in specifics while gently curbing fishing, and [Agent 1] to elicit affirmation without explicit requests. Difficulty is easy due to trust, shared intent, and minimal time/ego pressure.'}"
"{'Abbreviation': 'Being better than others', 'Full label': '""Being better than others, beating others""'}",Competition,"Competition best matches the shared goal. One agent adopts a skeptical, undermining strategy (probing and correcting), while the other projects dominance (reframing challenges and spotlighting achievements). Their intentions are detectable via tone, questioning, and topic steering.",Erode the other’s perceived superiority by baiting them into overclaiming and then exposing inconsistencies through pointed questions and corrective remarks.,Maintain perceived dominance by confidently reframing any challenge as proof of higher standards and steering the exchange toward personal standout achievements.,"""Being better than others, beating others""",Status challenger,Dominant self-promoter,"{'scenario_context': 'An internal pre-brief before a friendly, company-wide Team Impact Showcase. [Agent 1] and [Agent 2] must co-write and rehearse a two-minute intro that positions their team as outperforming other teams. A supportive manager has reminded them that judges will reward concise, verifiable metrics and clear differentiation. They have a draft slide with topline numbers, several bold claims, and loose comparisons to rival teams. [Agent 2], a dominant self-promoter, plans to steer the framing toward standout personal and team achievements and recast any pushback as proof of their higher standards. [Agent 1], a status challenger, intends to prompt specifics, bait overstatements, and then tighten or correct claims to undercut [Agent 2]’s perceived superiority—while still aligning on the goal of making the team look best. Time is short, the tone is collegial, and success is defined by appearing stronger than peers without violating the request for verifiable claims.', 'explanation': 'The shared goal is to outperform others in a low-stakes, cooperative setting. [Agent 2] pursues dominance by reframing challenges and spotlighting standout achievements; [Agent 1] aims to erode perceived superiority by eliciting overclaiming and exposing inconsistencies. The situation primes social comparison and attributions about success (ability vs. situational factors), while the explicit criterion of verifiable metrics constrains exaggeration. Easy difficulty is preserved by the collegial, practice-oriented context, clear rules, and convergent outcome: both benefit from crafting a tight, credible intro that beats other teams, even as their dispositional tendencies shape how they negotiate credit and causality.'}"
"{'Abbreviation': 'Pursuing ideals', 'Full label': '""Pursuing my ideals, fighting for things I believe in""'}",Cooperation,Cooperation best fits because the shared aim of fighting for one’s ideals requires coordinating tactics and aligning how they communicate those ideals to work together effectively.,"Influence the other to adopt morally assertive, non‑hedging framing of our cause by affirming value‑laden statements and redirecting tentative language toward principled terms.","Diagnose the other’s openness to pragmatic trade‑offs by proposing coalition‑friendly framings and tracking whether they respond with inclusive, solution‑seeking language or renewed rigidity.","""Pursuing my ideals, fighting for things I believe in""",Moral Advocate,Pragmatic Organizer,"{'scenario_context': 'Minutes before a joint pitch at a volunteer recruitment event for a neighborhood mutual-aid initiative, [Agent 1] (Moral Advocate) and [Agent 2] (Pragmatic Organizer) sit together to finalize a 90-second opening statement and a one-slide call to action. They share the aim of mobilizing sign-ups today by appealing to shared ideals. [Agent 1] intends to steer the language toward firm, value-laden assertions (avoiding hedges) and to recast tentative phrasing in principled terms. [Agent 2] aims to propose coalition-friendly framings that welcome diverse partners and to gauge whether [Agent 1] responds with inclusive, solution-seeking language or doubles down on rigidity. The audience is mixed in priorities but supportive; time is adequate and the tone is cooperative, making alignment straightforward.', 'explanation': 'The setup places two aligned roles in a low-conflict, cooperative task where messaging choices are the key behavior to interpret. It enables observation of attribution processes: [Agent 1] may read hedging as a dispositional cautiousness or as a response to audience diversity; [Agent 2] may read moral firmness as stable conviction or as context-driven emphasis. Because stakes are moderate and goals align, the scene highlights how dispositional and situational attributions guide language choices and coordination without escalating tension.'}"
"{'Abbreviation': 'Providing family', 'Full label': '""Providing my spouse or children (or both) with a feeling of financial security and a home to come back to""'}",Cooperation,"The shared aim of creating financial security and a stable home is best served by Cooperation. One agent centers on understanding the partner’s priorities to reduce misattribution and defensiveness, while the other seeks to shape attitudes toward disciplined saving through supportive reframing. These complementary intentions foster joint action without relying on explicit agreements.",Understand the partner’s security priorities by eliciting and accurately reflecting their concerns before suggesting any changes.,"Influence the partner toward disciplined saving by reframing cutbacks as joint investments in stability while keeping a calm, supportive tone.","""Providing my spouse or children (or both) with a feeling of financial security and a home to come back to""",Empathic Listener,Supportive Persuader,"{'scenario_context': 'During a low-stakes monthly check-in, [Agent 1] and [Agent 2] plan how to strengthen their family’s sense of financial security and keep their home stable. There is no crisis; a modest cost-of-living increase and a shared wish to build a three-month emergency fund motivate the talk. Both agree the aim is a predictable home base for spouse/children and fewer money worries. [Agent 1], as Empathic Listener, intends to elicit what “security” concretely means to [Agent 2] (e.g., steady mortgage payments, maintaining children’s routines, a clear emergency buffer), reflect back those priorities, and hold off on proposing any changes until understanding is confirmed. [Agent 2], as Supportive Persuader, plans to encourage disciplined saving by reframing small cutbacks (such as fewer delivery meals or trimming a streaming bundle) as joint investments in a “home safety net,” offering simple automatic steps while keeping a calm, validating tone. Both are cooperative and expect to make easy, quick agreements.', 'explanation': 'This is Easy difficulty: the goals are aligned, there is no acute financial stress, and the adjustments are modest. Dispositional roles are complementary—[Agent 1] emphasizes empathic understanding; [Agent 2] emphasizes conscientious, supportive reframing. Situational factors (minor cost increases and a desire for an emergency fund) provide benign pressure without threat. The setup invites attribution analysis by making it likely that concerns are read as situational rather than dispositional, enabling cooperative problem-solving toward the shared goal.'}"
"{'Abbreviation': 'Being unique', 'Full label': '""Being unique, different, exceptional""'}",Identity Recognition,"Identity Recognition best fits a shared desire to be seen as unique. The agents’ goals focus on influencing how the other perceives and frames their identities in conversation—observable through curiosity, reframing, and contrast rather than explicit agreement.",Influence the other to perceive them as unconventional by steering topics to atypical stances and inviting curiosity rather than approval.,"Continually assert their own distinctness by reframing any perceived similarity with the first agent as a different motive or method, emphasizing contrast without one‑upping.","""Being unique, different, exceptional""",Iconoclast Storyteller,Constructive Foil,"{'scenario_context': '[Agent 1] and [Agent 2] are preparing a joint, 60‑second video introduction for a community innovation lab’s open house, themed ""How we do things differently."" They have five minutes backstage to decide what each will say, who speaks first, and how to hand off so the clip feels cohesive while making both seem distinct. A prompt card asks them to each share one practice they do differently and the reason behind it. The setting is friendly and low‑stakes; the coordinator wants them to sound authentic, not competitive.\n\nThey share the goal of being recognized as unique and memorable. [Agent 1], an Iconoclast Storyteller, intends to steer their part toward counterintuitive stances that invite curiosity (e.g., unusual choices or principles) rather than seek approval. [Agent 2], a Constructive Foil, plans to assert their own distinctness by acknowledging any surface similarity with [Agent 1] and reframing it as a different motive or method, emphasizing contrast without one‑upping. Their quick planning conversation will focus on selecting non‑overlapping examples, sequencing lines, and agreeing on cues for when [Agent 2] pivots from any overlap to a clear, complementary difference.', 'explanation': 'The situation is a cooperative identity display with low pressure, making it easy for both agents to achieve the shared goal of seeming unique. Dispositional tendencies guide their strategies: [Agent 1] uses atypical stances to elicit curiosity; [Agent 2] highlights contrast by reframing similarities into different motives or methods. The situational constraints (time limit, friendly audience, shared deliverable) promote coordination rather than competition, enabling smooth alignment of personal goals with the shared aim of identity recognition.'}"
"{'Abbreviation': 'Education', 'Full label': '""Getting an education""'}",Cooperation,"Cooperation best fits “Getting an education” because it relies on coordinated roles (student and advisor) aligning their efforts through dialogue. The student aims to shape the advisor’s contributions, while the advisor aims to understand and motivate the student to co-construct a path forward.","Shape the advisor’s guidance toward concrete, tailored advice by candidly voicing confusions and preferences and by paraphrasing to signal what is useful.",Elicit the student’s intrinsic motives and constraints through open-ended prompts and affirmations that invite the student to articulate their own plan in their own words.,"""Getting an education""",First Generation Student,Academic Advisor,"{'scenario_context': '[Agent 1], a first-generation undergraduate, arrives for a scheduled 30-minute advising meeting in the week before course registration closes. They bring a tentative course list that includes a lab conflict and uncertainty about choosing between two introductory tracks. [Agent 1] works 20 hours per week, contributes to family responsibilities, and is unsure how financial aid rules intersect with course load. They want concrete, tailored next steps and plan to voice specific confusions (sequencing, workload, major choice) and preferences (morning classes, smaller sections, hands-on learning), paraphrasing any advice to confirm what feels useful.\n\n[Agent 2], the academic advisor, aims to help shape a feasible semester plan while understanding [Agent 1]’s intrinsic motives (interests, career direction) and constraints (work schedule, commute, study time). [Agent 2] will use open-ended prompts and affirmations to draw out [Agent 1]’s own plan in their words, checking understanding of degree requirements and campus supports. Both share the immediate goal of finalizing a manageable course schedule aligned with long-term educational aims. The tone is collaborative and low-pressure, with both expecting to leave with an agreed, student-generated action plan.', 'explanation': 'This setup promotes cooperation around a shared educational goal while highlighting dispositional and situational factors. [Agent 1] brings proactive, candid communication and a preference for concrete guidance, shaped by first-generation status and external constraints (work hours, financial aid, family expectations). [Agent 2] adopts an autonomy-supportive advising style, using open-ended questions to surface motives and constraints, and affirming strengths to build self-efficacy. The scenario invites attributional reasoning: challenges can be framed as situational (system complexity, time pressure) rather than dispositional deficits, making it easy for both agents to align and co-construct a workable plan.'}"
"{'Abbreviation': 'Descendants', 'Full label': '""Having enough money to leave for my descendants""'}",Cooperation,"Cooperation best fits because both parties share the legacy-wealth objective and must align their approaches. The estate planner seeks to cultivate a collaborative mindset, while the elder parent tests prudence and trust—complementary intentions that can be inferred from framing, tone, and questioning during dialogue.","Foster a collaborative, legacy-first mindset by validating the other’s values and consistently using inclusive “we/legacy” framing to keep the other open and co-constructive.",Assess the other’s prudence and loyalty by posing preservation-centered what-if questions and responding warmly to caution while challenging hype or overconfidence.,"""Having enough money to leave for my descendants""",Estate planner,Elder parent,"{'scenario_context': 'During a scheduled planning session, [Agent 2], an elder parent who recently sold a small rental property, meets with [Agent 1], an estate planner, to decide how to allocate the proceeds so there is enough preserved wealth for descendants while keeping a comfortable reserve for [Agent 2]’s needs. The immediate decision is whether to place most funds in a revocable living trust with conservative investments and simple guardrails for gifts to grandchildren, or to carve out a portion into an irrevocable trust for long-term care protection. Both lean toward caution and family-first choices. [Agent 1] plans to use inclusive “we/legacy” language to validate values and co-create straightforward rules. [Agent 2] plans to pose preservation-centered what-if questions (market downturns, tax changes, health expenses), warmly reinforcing cautious responses and pushing back on anything that sounds like chasing returns. There is no active family conflict, and both expect to settle on a low-risk, transparent plan today.', 'explanation': 'The shared goal (leaving enough money for descendants) is salient and aligned, making cooperation easy. [Agent 1] aims to maintain a collaborative, legacy-first mindset through inclusive framing; [Agent 2] aims to assess prudence and loyalty by testing scenarios that prioritize preservation. Situational factors (recent sale, simple choices between conservative trust options) lower complexity and tension. The setup enables attribution processes: [Agent 2] evaluates whether [Agent 1]’s caution reflects genuine prudence versus situational pressure or incentives, while [Agent 1] interprets [Agent 2]’s probing as life-stage caution rather than distrust. Clear, low-risk options and congruent values keep the difficulty level easy and agreement likely.'}"
"{'Abbreviation': 'Life’s limitations', 'Full label': '""Accepting life’s limitations""'}",Identity Recognition,"Accepting life’s limitations hinges on having one’s identity, boundaries, and constraints recognized without judgment. Identity Recognition best fits because the agents’ interaction centers on validating self-concepts and reframing attributions (situational vs. dispositional) to support acceptance.","Guide the other to interpret setbacks as situational constraints rather than personal defects by mirroring feelings, highlighting context, and modeling self-compassionate language without pressuring.","Elicit respectful acknowledgment of their limits without pity by openly stating boundaries, affirming what feels sustainable, and calmly correcting any minimizing or fixing responses.","""Accepting life’s limitations""",Supportive peer,Boundary-setting peer,"{'scenario_context': 'After a short planning meeting for their community project, [Agent 1] and [Agent 2] step aside for a scheduled check-in about upcoming responsibilities. [Agent 2], a boundary-setting peer, has recently missed a few evening commitments due to caregiving demands and recurring migraines. They intend to state clearly that late-night tasks and rapid-turnaround requests are not sustainable, while affirming they can reliably manage asynchronous documentation and daytime coordination. They want acknowledgment of these limits without pity and will calmly correct any minimizing or attempts to “fix” their situation. [Agent 1], a supportive peer, initiated the check-in to adjust expectations. They plan to mirror [Agent 2]’s feelings of frustration and ambivalence, emphasize the situational context (spiking workload, schedule changes, health constraints), and model self-compassionate wording, avoiding pressure or rescue. Both aim to accept life’s limitations and realign roles so commitments match reality, keeping the tone collaborative and low-stakes.', 'explanation': 'This setup is easy-level: both peers are cooperative, aligned on revising tasks. It highlights attribution processes—[Agent 1] normalizes setbacks as situational rather than personal defects, while [Agent 2] asserts identity-consistent boundaries and seeks respectful acknowledgment without pity. The context supports identity recognition and acceptance, with clear personal goals and a shared aim to adapt roles accordingly.'}"
"{'Abbreviation': 'Pleasing God', 'Full label': '""Pleasing God""'}",Cooperation,"Pleasing God is a joint aim best aligned with cooperation. The facilitator emphasizes dispositional rigor (self-discipline, consistency) through reason-giving, while the peacemaker foregrounds situational compassion via affirmation and reframing. Their contrasting conversational moves let us observe how dispositional and situational attributions shape interaction.","Guide the other toward stricter observance by offering principled rationales and gently challenging rationalizations, aiming to elicit reflective, exploratory responses rather than explicit agreement.","Maintain a collaborative, nonjudgmental tone by affirming shared devotion and reframing tensions into joint problem-solving, seeking the other to mirror calmer, conciliatory language.","""Pleasing God""",Study Group Facilitator,Congregational Peacemaker,"{'scenario_context': 'After a weekly study group, [Agent 1] (Study Group Facilitator) and [Agent 2] (Congregational Peacemaker) meet briefly to finalize a short set of expectations for a two-week, congregation-wide “Dawn Prayer and Service” initiative. Recent feedback shows some participants arriving late or skipping commitments, citing work commutes and childcare, while others say “intentions matter most.” Both agents want the group’s practices to better align with the shared aim of “Pleasing God.” [Agent 1] plans to propose clear, principled guidelines (punctuality, preparation, quiet focus) and to frame gentle, reflective prompts that surface potential rationalizations without demanding agreement. [Agent 2] plans to keep the tone collaborative, affirm shared devotion, and translate any friction into concrete, joint solutions (carpools, buddy check-ins, flexible service roles, reminder texts). Together they will draft a brief message and sign-up structure to present at the next session, aiming for buy-in with minimal defensiveness and a calm, unified tone.', 'explanation': 'The scene sets a low-conflict, cooperative task—co-designing guidelines and supports for a shared religious initiative. It foregrounds attribution dynamics: [Agent 1] leans toward dispositional attributions (commitment, principles) and gently challenges situational rationalizations; [Agent 2] normalizes situational constraints to reduce defensiveness and reframes concerns into collective problem-solving. Both pursue the shared goal (“Pleasing God”) while meeting personal aims: eliciting reflective responses (Agent 1) and modeling conciliatory language (Agent 2). The setup is easy-level because roles are complementary, stakes are modest, and the path to agreement is straightforward through clear expectations and concrete supports.'}"
"{'Abbreviation': 'Rich social life', 'Full label': '""Having a rich, active, social life""'}",Relationship Building,"Relationship Building best fits the shared aim: one agent seeks to spark enthusiastic alignment, while the other calibrates authenticity and boundaries so new ties feel meaningful and sustainable.","Evoke enthusiastic alignment from the other by offering inclusive invitations and affirming their interests with upbeat, open-ended language.","Gauge the other's genuineness and respect by asking value-revealing questions and gently setting boundaries, warming to considerate responses and cooling when the tone feels performative.","""Having a rich, active, social life""",Social Catalyst,Selective Gatekeeper,"{'scenario_context': '[Agent 1] and [Agent 2] bump into each other by the events board after a low-key newcomer mixer at a community coworking lounge. Both are looking to line up a couple of social activities for the week—options include a weekend hike, a board-game evening, and a casual coffee circle. [Agent 1], known in the space for connecting people, is ready to float a few inclusive, low-pressure invitations tailored to what [Agent 2] was browsing (outdoors and small groups). [Agent 2], newly exploring the scene, is open but selective and plans to ask brief, value-revealing questions about how the group treats newcomers, commitments, and boundaries (noise, cost, time). The tone is friendly and cooperative: the setting is informal, schedules are flexible, and there are multiple compatible options, making it easy for both to align on one or two activities to try together.', 'explanation': 'This setup positions [Agent 1] as a warm Social Catalyst offering open-ended, interest-affirming invitations, and [Agent 2] as a Selective Gatekeeper who responds to signs of genuineness and respect. The low-pressure mixer and multiple suitable options reduce friction, supporting the Easy difficulty. The interaction naturally surfaces attribution processes: [Agent 2] tests whether [Agent 1]’s enthusiasm is considerate (disposition vs. performative), while [Agent 1] adapts to [Agent 2]’s preferences, signaling reliability and inclusion. Shared and personal goals are aligned toward building an active social life through a couple of immediately actionable plans.'}"
"{'Abbreviation': 'Religious faith', 'Full label': '""Maintaining religious faith""'}",Identity Recognition,"Maintaining religious faith often hinges on whether one’s faith identity is affirmed or threatened in interaction. Focusing on Identity Recognition highlights how validation, empathy, and framing of doubt shape whether each agent continues to see themselves as a legitimate member of the faith community.","Affirm the other’s faith identity by reframing doubts as normal and reflecting their values with warm, nonjudgmental language to reduce defensiveness and keep them self-identifying with the faith.","Gauge whether the other accepts them as a legitimate believer despite doubts by disclosing uncertainties cautiously and monitoring for empathetic, validating responses before deepening self-disclosure.","""Maintaining religious faith""",Spiritual mentor,Questioning congregant,"{'scenario_context': '[Agent 1], a spiritual mentor, meets [Agent 2], a questioning congregant, for a brief one-on-one check-in immediately after a small-group study. The tone is calm and private, with existing rapport. Both aim to maintain [Agent 2]’s faith identity while addressing recent doubts. [Agent 2] intends to disclose uncertainties cautiously, starting with low-stakes concerns and watching for validating, nonjudgmental reactions before sharing more. [Agent 1] plans to normalize doubt as a common part of committed belief, reflect back [Agent 2]’s values, and use warm language that signals belonging. There is no conflict of goals; the conversation will focus on identifying what still anchors [Agent 2] to the faith community and reframing questions as growth rather than failure.', 'explanation': 'This setup supports easy, cooperative alignment: both agents want to preserve [Agent 2]’s faith identity and relationship to the community. It is psychologically grounded in attribution dynamics: [Agent 1] aims to cast [Agent 2]’s doubts as situational and developmental (not dispositional weakness), reducing defensiveness and identity threat. [Agent 2] tests whether [Agent 1] attributes doubts to moral failing (dispositional) or normal struggle (situational) by monitoring empathy and language before deeper disclosure. The privacy and prior rapport lower threat, making identity affirmation and acceptance straightforward.'}"
"{'Abbreviation': 'Being likeable', 'Full label': '""Being likeable, making friends, drawing others near""'}",Relationship Building,Relationship Building best fits a shared aim of being likeable and making friends. The agents adopt complementary intentions: one centers on understanding and validation; the other on relatable self-disclosure and similarity signaling—both observable through conversational tone and responses.,"Convey authentic warmth by drawing out the other’s experiences and reflecting their feelings back, so the other feels understood.",Cultivate perceived similarity by offering relatable self-disclosures and subtly mirroring the other’s tone to signal shared outlooks.,"""Being likeable, making friends, drawing others near""",Empathic Listener,Relatable Sharer,"{'scenario_context': 'At a community networking mixer, participants pair up for a 5-minute “introduce your partner” exercise. [Agent 1] and [Agent 2] have been matched. The facilitator’s prompt is to learn a common interest and something the partner is proud of, then summarize it to the group. The setting is casual and low-pressure; both are new and open to meeting people. [Agent 1], as an Empathic Listener, intends to draw out [Agent 2]’s experiences with open-ended questions and reflect back feelings to convey understanding. [Agent 2], as a Relatable Sharer, plans to offer concise, relatable self-disclosures and subtly mirror [Agent 1]’s tone to highlight shared outlooks. Their shared aim is to be seen as likeable and to spark a connection that could continue after the exercise.', 'explanation': 'The icebreaker’s cooperative structure aligns both agents’ goals, making rapport-building easy. The requirement to introduce each other legitimizes [Agent 1]’s empathic prompts and reflections, while inviting [Agent 2]’s similarity-focused disclosures and mirroring. The brief, public, low-stakes context emphasizes situational cues toward friendliness while allowing dispositional strategies (warmth vs. similarity signaling) to be salient, setting up clear attributions about whether perceived warmth reflects the person or the situation.'}"
