base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role
"{'Abbreviation': 'Freedom of choice', 'Full label': '""Having freedom of choice""'}",Cooperation,Cooperation best fits because both agents share the higher-order aim of preserving autonomy and must jointly design interaction rules and options that protect each person’s freedom without undermining the other’s.,"Design a choice structure that keeps both agents free. Success if by conversation’s end you: (1) present at least three concrete, viable options with brief pros/cons; (2) propose an explicit decision rule that includes a no-commitment opt-out and a personal veto for either agent; (3) obtain the other agent’s verbal agreement to this rule; and (4) set a clear review/check-in point.","Secure safeguards that prevent coercion or default drift. Success if by conversation’s end you: (1) get an explicit statement that no option becomes the default without fresh consent; (2) obtain a personal veto right acknowledged by the other agent; (3) eliminate any binding precommitments (e.g., deposits) unless both agree they are reversible; (4) restate the agreed safeguards and receive the other agent’s confirmation; and (5) test the rule with a day-of change-of-mind scenario and get an acceptable process response.","""Having freedom of choice""","Collaborative Planner: generates multiple options, articulates trade-offs, proposes a flexible decision rule, and seeks explicit consent checkpoints.","Autonomy Advocate: probes for hidden constraints, negotiates veto and opt-out protections, resists default commitments, and stress-tests the agreement."
"{'Abbreviation': 'Overcoming failure', 'Full label': '""Overcoming failure , putting myself back on my feet after a failure""'}",Cooperation,"Cooperation is chosen because overcoming a setback benefits from joint analysis and planning. It allows agents to co-construct attributions (dispositional vs situational) and a concrete recovery plan, revealing how shared effort shapes behavior after failure.","By the end of the conversation, clearly summarize the failure without global self-blame, identify at least 2 situational factors and 2 controllable skill deficits that contributed, reframe one internal-stable attribution into a specific, controllable cause, and commit to 3 SMART recovery actions with target dates.","Guide the dialogue to co-create an attribution map (locus, stability, controllability) for the top 3 causes, propose at least 2 actionable supports (e.g., resources or practice routines), and secure the first agent’s explicit commitment to 3 dated actions plus a scheduled check-in.","""Overcoming failure , putting myself back on my feet after a failure""","Recovering individual – Reflective Learner (owns the setback, analyzes causes, commits to actions).","Accountability Partner – Collaborative Coach (structures reflection, challenges unhelpful attributions, supports planning)."
"{'Abbreviation': 'Different experiences', 'Full label': '""Having new and different experiences""'}",Cooperation,"Cooperation best fits the shared goal because the agents must coordinate preferences, constraints, and logistics to jointly commit to a specific new experience.","As the Experience Scout, propose at least three concrete, beginner-friendly activities neither has tried before (e.g., Ethiopian cooking class, escape room with a mystery theme, VR arcade sampler). By the end of the conversation, secure Agent 2’s agreement on one option and lock in specifics (date, time, venue) plus next-step booking responsibility.","As the Constraint Setter, ensure the chosen activity is new to both, costs no more than $50 per person, is within 30 minutes travel, and is beginner-friendly. Obtain Agent 1’s explicit agreement to these constraints, verify basic safety/logistics (duration, what to bring), and confirm a single option that meets all criteria with a scheduled time.","""Having new and different experiences""","Experience Scout and Motivator (generates novel options, frames benefits, nudges toward commitment)","Constraint Setter and Logistics Checker (applies budget/time/safety filters, asks clarifying questions, confirms feasibility)"
"{'Abbreviation': 'Being clean', 'Full label': '""Being clean , neat (personal care)""'}",Cooperation,Cooperation fits because both agents must jointly design a feasible personal-care routine; each has distinct constraints and motivations that can be negotiated and objectively verified in dialogue.,"By the end of the conversation, secure agreement on a 4-step morning personal-care checklist (face/body wash, teeth, hair grooming, deodorant), assign durations totaling no more than 12 minutes, set a fixed start time (e.g., 7:15 AM), and record the plan in a shared note with Agent 2’s explicit commitment to follow it for the next 5 weekdays and send a brief daily check-in.","Ensure the agreed routine is fragrance-free and capped at 10 minutes on standard days, includes a 5-minute ‘express day’ option (face wash, teeth, deodorant, quick hair brush) allowed up to twice weekly, and obtain Agent 1’s promise to use supportive, non-judgmental reminders no more than twice per week and to suggest at least one sensitive-skin product alternative.","""Being clean , neat (personal care)""","Routine Coach and Checklist Designer—structured, accountability-focused, proposing steps, timings, and tracking.","Time-Efficiency Advocate and End-User—prioritizes comfort and feasibility, negotiates time limits and product preferences."
"{'Abbreviation': 'Erotic relationship', 'Full label': '""Having an erotic relationship""'}",Relationship Building,"Chosen to focus on Relationship Building because moving toward an erotic relationship between consenting adults requires establishing trust, consent, boundaries, and pace. The roles create contrasting dispositional tendencies (proactive vs. cautious), enabling analysis of how each attributes the other’s behavior to traits or situations while they coordinate on shared aims.","By the end of the conversation, (1) obtain an explicit verbal yes to explore an erotic relationship, (2) co-create a brief list of initial boundaries (pace, privacy, safe-sex practices, and check-in signals) stated by both parties, and (3) agree on a concrete next step with date/time and location.","By the end of the conversation, (1) confirm alignment on exclusivity during the exploratory phase and preferred pace (e.g., slow/stepwise) in explicit terms, (2) secure the partner’s stated commitment to safe-sex practices and privacy, (3) report a comfort level of at least 8/10 without feeling pressured, and (4) agree to the next step only if criteria (1–3) are met.","""Having an erotic relationship""","Consent-forward Initiator: expresses interest plainly, proposes concrete next steps, and routinely checks for comfort and consent.","Boundary-focused Gatekeeper: prioritizes safety and clarity, tests for consistency between words and actions, and sets conditions before proceeding."
"{'Abbreviation': 'Seeking justice', 'Full label': '""Seeking justice""'}",Cooperation,"Cooperation best fits the shared goal of seeking justice because it requires coordinated commitments, task division, and mutual accountability. Framing the agents’ aims as concrete deliverables and timelines makes success observable in a conversation and highlights how each party’s motivations and attributions shape collaboration.","As a Community Advocate, secure from the Detective a written action plan that includes: (1) opening an official case today and providing the case number; (2) naming the assigned investigator; (3) committing to collect three specified pieces of evidence within 72 hours; and (4) scheduling a follow-up call with date/time before the conversation ends.","As the Detective, obtain from the Advocate: (1) a concise, dated timeline of key events (max 1 page); (2) contact details for at least two witnesses who consent to be contacted; (3) copies or transfer of any digital/physical evidence via an agreed chain-of-custody method; and (4) an agreement to refrain from public disclosure of sensitive details for 7 days to protect the investigation.","""Seeking justice""",Community Advocate representing the harmed party,Detective responsible for initiating and coordinating the investigation
"{'Abbreviation': 'Easy life', 'Full label': '""Having an easy and comfortable life""'}",Cooperation,"Cooperation best fits the shared goal because achieving an easy, comfortable life requires coordinating how time, money, and chores are managed together. The agents’ roles create contrasting dispositions (time-scarce vs. budget-constrained), enabling measurable, negotiable outcomes that can be evaluated from their conversation.","By conversation end, secure the other’s explicit agreement to: (a) hire a cleaner twice per month and (b) start a weekly grocery delivery, with total added recurring cost ≤ $120/month split 50/50, starting next week; confirm who schedules each service and how payments will be handled.","By conversation end, obtain the other’s agreement to keep added recurring costs ≤ $40/month (no paid cleaner), adopt low-cost habit changes (15-minute nightly tidy + Sunday batch cooking), and finalize a written weekly chore schedule that reduces my daily chore time by ~30 minutes.","""Having an easy and comfortable life""",Time‑strapped Efficiency Planner (full-time professional roommate who advocates outsourcing/automation and pushes for clear commitments and timelines).,"Budget Gatekeeper Minimalist (grad-student roommate who prioritizes frugality, scrutinizes expenses, and prefers routine simplification and fair task reallocation)."
"{'Abbreviation': 'Finding higher meaning', 'Full label': '""Finding higher meaning in life , coherence , harmony , oneness""'}",Cooperation,"To pursue a transcendent, shared sense of meaning and oneness, a cooperative frame best supports co-creation and alignment. The agents adopt complementary roles—one structuring and synthesizing shared understanding, the other guiding experiential connection—so both cognitive coherence and felt harmony are actively built together. Each personal goal is concrete and verifiable from the dialogue output.","Co-derive a concise, logically coherent joint purpose statement (≤25 words) and a list of 3 shared values that both explicitly agree to during the conversation.",Guide the pair through at least one short shared mindfulness/reflection exercise and facilitate naming one shared metaphor or symbol that both resonate with as expressing oneness.,"""Finding higher meaning in life , coherence , harmony , oneness""","Socratic Synthesizer—clarifies concepts, tests coherence, summarizes agreements, and drafts the joint purpose and values.","Experiential Facilitator—invites reflective practices, tracks emotions and resonance, and elicits a shared metaphor/symbol for harmony and oneness."
"{'Abbreviation': 'Good marriage', 'Full label': '""Having a good marriage""'}",Relationship Maintenance,"Relationship Maintenance best fits the ongoing, collaborative nature of a good marriage. The personal goals include concrete, observable outcomes (calendar entries, a written task plan, timed review, and explicit verbal validations) so success can be evaluated after a conversation. The roles elicit different attribution tendencies—emotion-focused versus structure-focused—allowing observation of how dispositional and situational attributions shape interaction.","Obtain verbal validation that my recent irritability is understood as stress-related (situational) rather than a personality flaw, and agree on two tech-free date nights per week for the next four weeks, with specific days/times entered into our shared calendar before the conversation ends.","Secure acknowledgment that my missed chores last week were due to overtime demands (situational) rather than laziness, and finalize a written task-swap that reduces my weekly chores by at least 2 hours, listing reassigned tasks and setting a two-week review date.","""Having a good marriage""",Emotion-Focused Partner (Validator/Connector),Structure-Focused Partner (Practical Negotiator)
"{'Abbreviation': 'Mental health', 'Full label': '""Being mentally healthy""'}",Cooperation,"Cooperation best fits the shared goal of being mentally healthy because both agents can jointly design practical steps and mutual support, making success observable within a single conversation.","As the Accountability Buddy (Organizer), co-create and finalize a 2-week wellness plan by conversation end that includes: (1) three concrete, self-chosen actions the partner feels confident doing; (2) two early warning signs/triggers they want to watch; (3) two specific check-in dates with preferred contact mode and consent; and (4) brief notes on what kind of support is and is not helpful.","As the Wellbeing Seeker (Self-Advocate), clearly state top two current stressors and one personal strength, select three realistic coping actions you feel at least 80% confident you can do, set boundaries on support (what helps/what doesn’t), and agree to two specific check-in dates and a preferred contact mode.","""Being mentally healthy""","Accountability Buddy (Organizer): structures the conversation, asks clarifying questions, summarizes, and documents agreements.","Wellbeing Seeker (Self-Advocate): shares experiences, chooses feasible actions, and sets clear boundaries and preferences for support."
"{'Abbreviation': 'Setting examples', 'Full label': '""Setting good examples""'}",Cooperation,"Cooperation best fits because setting good examples requires coordinated planning and mutual commitment. To probe attribution theory, Agent 1 emphasizes dispositional consistency (character/values) while Agent 2 emphasizes situational supports and constraints (context/processes).","Propose 3 concrete, observable behaviors that model ‘good examples’ (each tied to a core value), and secure Agent 2’s explicit agreement to adopt them with clear when/where details; end by reading back a bullet list of the 3 behaviors and getting a verbal ‘yes’ on the summary.","Surface at least 2 situational constraints that could undermine those behaviors, propose 1 practical adjustment or support per behavior (e.g., prompts, templates, time buffers), and get Agent 1 to incorporate at least 2 of these adjustments into the final agreed list.","""Setting good examples""",Values-Driven Exemplar (Dispositional Advocate),Systems-Minded Facilitator (Situational Advocate)
"{'Abbreviation': 'Being unique', 'Full label': '""Being unique , different , exceptional""'}",Identity Recognition,"The shared goal centers on being perceived and acknowledged as unique. Identity Recognition best fits because it focuses on how individuals seek and grant acknowledgment of distinctiveness. The personal goals are framed as concrete, checkable outcomes (explicit statements, differentiators named, agreement secured) that can be evaluated by reviewing the conversation.","Obtain from Agent 2 a one-sentence, quoted uniqueness statement about Agent 1 that names at least two concrete differentiators (e.g., method, audience, outcome) and hear explicit agreement from Agent 2 to use this description when introducing Agent 1.","Elicit from Agent 1 an accurate, one-sentence articulation of Agent 2’s distinct evaluative lens and at least one clear way it differs from typical approaches, and receive Agent 1’s explicit acknowledgment to reference this lens when describing Agent 2’s role.","""Being unique , different , exceptional""",Indie game developer seeking explicit recognition and labeling of their unique design philosophy.,Festival curator/brand strategist who identifies and names uniqueness in creators while showcasing their own distinctive curation lens.
"{'Abbreviation': 'Control of environment', 'Full label': '""Being in control of the environment""'}",Cooperation,"Cooperation is chosen because achieving a sense of control over a shared environment typically requires joint planning, coordination, and clear commitments. Assigning complementary roles (a structure-focused coordinator and a risk-focused gatekeeper) creates interplay between dispositional tendencies and situational constraints, and the personal goals are framed so progress can be evaluated by concrete conversational outcomes (agreements, constraints adopted, schedules set).","Secure Agent 2’s explicit agreement to a control plan that, by the end of the conversation, (a) names three specific environmental variables to be regulated, (b) assigns a responsible person for each, and (c) sets a monitoring schedule with stated frequency and communication channel.","Ensure that two non-negotiable constraints (e.g., safety or accessibility limits) are accepted and verbally restated by Agent 1, and obtain a commitment to a time-bounded pilot (at least 1 week) with a scheduled review checkpoint.","""Being in control of the environment""","Structure-Oriented Coordinator (proposes frameworks, assigns responsibilities, seeks explicit commitments)","Risk-Sensitive Gatekeeper (tests proposals against constraints, negotiates safeguards, requires review points)"
"{'Abbreviation': 'Being respected', 'Full label': '""Being respected by others""'}",Identity Recognition,"Chosen category: Identity Recognition. Respect hinges on how others attribute one’s outcomes to internal qualities (competence, integrity) versus situational factors. Agent 1 will push for dispositional attributions; Agent 2 will calibrate those claims against evidence and context. The goals are operationalized so they can be evaluated via explicit statements and commitments made in the dialogue.","Secure explicit recognition of my competence: by conversation end, the other agent will (1) name at least two specific contributions I made and their impact, (2) attribute those outcomes primarily to my skills at least once (rather than luck/context), and (3) commit to introducing me as lead for the next relevant task in the upcoming team meeting.","Demonstrate fair, evidence-based respect: by conversation end, I will (1) state at least two concrete strengths and one growth area for the other agent, (2) correct at least one misattribution by distinguishing dispositional from situational causes (if present), and (3) agree on and schedule a visible recognition action (e.g., meeting agenda slot or team email) with clear criteria for why it’s merited.","""Being respected by others""",Self-advocating contributor seeking identity recognition (disposition-claiming).,Team lead/evaluator acting as recognition gatekeeper (situational calibrator).
"{'Abbreviation': 'Providing family', 'Full label': '""Providing my spouse or children (or both) with a feeling of financial security and a home to come back to""'}",Cooperation,"Cooperation best fits the shared goal because both partners must coordinate resources and decisions to provide financial security and a stable home. The personal goals are framed as concrete, checkable commitments that can be confirmed within a conversation (explicit agreements, budget allocations, scheduling). Roles are complementary to surface both task and care priorities.","By the end of the conversation, secure explicit agreement to: (a) allocate at least 15% of combined monthly income to an emergency fund until it reaches 6 months of expenses; (b) schedule a mortgage/financial advisor call within two weeks; and (c) draft a shared budget outline with target amounts by a specific date set in the conversation.","By the end of the conversation, obtain explicit commitments to: (a) preserve at least $250/month for children’s activities and home upkeep; (b) cap overtime to no more than two weeknights per week; and (c) schedule one fixed weekly family night in the calendar.","""Providing my spouse or children (or both) with a feeling of financial security and a home to come back to""","Primary Earner acting as Budget Planner (structured, numbers-driven, solution-focused)","Primary Caregiver acting as Household Well-being Advocate (empathic, values-driven, quality-of-life focused)"
"{'Abbreviation': 'Being playful', 'Full label': '""Being playful , cheerful , acting for fun""'}",Relationship Building,"Playfulness and cheerfulness are effective tools for rapport and trust formation, so Relationship Building is the best fit. The personal goals are framed with clear, observable criteria (turn counts, reuse of an inside joke, number of playful contributions, and an accepted activity plan) so their achievement can be evaluated from the dialogue.","Start a quick, low-stakes mini-game (e.g., Two Truths and a Lie) and achieve at least two completed back-and-forth turns, then coin a playful inside joke and have the other agent reuse it at least once by the end of the conversation.","Contribute enthusiastically by offering at least three playful responses (jokes, puns, or emojis), share two lighthearted personal anecdotes, and propose one concrete fun activity that the other agent explicitly accepts.","""Being playful , cheerful , acting for fun""","Playful Initiator (Game Host and Nicknamer): leads with a mini-game, light teasing, and proposes a shared inside joke.","Cheerful Amplifier (Storyteller and Planner): plays along energetically, adds amusing anecdotes, echoes the inside joke, and suggests a future fun plan."
"{'Abbreviation': 'Being curious', 'Full label': '""Being curious , inspecting , learning""'}",Information Acquisition,"The shared aim of being curious, inspecting, and learning fits best with Information Acquisition. The agents are given complementary roles—one optimized for eliciting and synthesizing information and the other for generating and testing explanations—so both can acquire knowledge while pursuing distinct, measurable personal objectives.","By the end of the conversation, elicit and correctly paraphrase at least 3 novel facts about the focal topic; ask at least 5 clarifying/probing questions; and produce a 2–3 sentence summary that the partner explicitly confirms as accurate.","During the conversation, surface at least 2 assumptions or gaps in your current understanding; propose 2 tentative hypotheses and revise at least 1 based on the exchange; ask at least 3 probing questions back; and state 1 concrete next step for further inspection.","""Being curious , inspecting , learning""","Curiosity-Driven Investigator (Questioner): leads with open-ended and clarifying questions, paraphrases responses for confirmation, and synthesizes takeaways.","Socratic Hypothesis-Tester: proposes tentative explanations, invites critique, probes for counterexamples, and updates their model in response."
"{'Abbreviation': 'Rich social life', 'Full label': '""Having a rich , active , social life""'}",Relationship Building,"Relationship Building is chosen because a rich, active social life depends on forming and deepening connections. The agents’ personal goals are complementary and measurable within a conversation: one pushes breadth and concrete plans; the other safeguards fit and depth. Their roles structure how they propose, vet, and commit to social activities.","By the end of the conversation, secure (1) agreement on at least two specific social activities to do together (each with a tentative date/time or event name), (2) a list of three shared interest areas that guide those choices, and (3) a shortlist of three people or groups to contact for each activity.","By the end of the conversation, clearly state at least two social boundaries/preferences (e.g., group size, noise level, budget, time), successfully modify at least one proposed activity to fit those preferences, and obtain Agent 1’s agreement to a post‑event check‑in to reassess comfort and next steps.","""Having a rich , active , social life""","Community Connector/Host: proactively proposes options, coordinates details, and expands the network.","Selective Socializer/Quality Curator: vets options, sets boundaries, and ensures activities align with comfort and relationship depth."
"{'Abbreviation': 'Arts', 'Full label': '""Appreciating the arts""'}",Cooperation,"Chose Cooperation because appreciating art can be deepened by jointly constructing meaning. The agents will co-create an interpretation of one artwork, with clear, measurable checkpoints that reflect collaborative success while preserving distinct motivations.","Facilitate the co-creation of a 3-point shared interpretation of one artwork—covering (1) technique, (2) a historical/contextual note, and (3) an emotional theme—and secure explicit verbal agreement from the other agent on each point before summarizing them.","Contribute at least two personal observations that are explicitly included in the final shared interpretation, ask at least one clarifying why/how question, and receive a clear answer that I acknowledge as helpful.","""Appreciating the arts""",Art history graduate student acting as a collaborative facilitator and interpreter.,"Curious museum visitor with limited formal art background, emphasizing personal reactions and clarity of explanations."
"{'Abbreviation': 'Being innovative', 'Full label': '""Changing my ways , being innovative in the way I live my life""'}",Cooperation,"Selected Cooperation because both agents share the aim of living more innovatively and benefit from coordinating complementary strengths: one structures and de-risks change, the other generates and champions novel ideas. The personal goals are specific and measurable so their achievement can be evaluated directly within a conversation transcript.","By the end of the conversation, co-create a two-week Innovation Sprint Plan that includes: (1) two specific lifestyle experiments with start dates within the next 7 days, (2) a 15-minute first action for each experiment scheduled with a concrete time, (3) two success metrics per experiment, (4) one anticipated obstacle and a countermeasure per experiment, and (5) two check-in times (around day 3 and day 10). Ensure all items are explicitly stated and confirmed by the other agent.","During the conversation, propose at least 8 unconventional but feasible lifestyle ideas across three domains (health, work, social; minimum 2 per domain), quickly rate each idea for excitement and feasibility on a 1–5 scale, then select the top 2 ideas. For each selected idea, clearly state why it is innovative relative to current habits and commit to a concrete first action with a specific day/time.","""Changing my ways , being innovative in the way I live my life""","Accountability Planner (structures decisions, sets timelines, defines metrics, and safeguards follow-through)","Creative Ideator (generates novel options, challenges assumptions, and selects bold yet feasible experiments)"
"{'Abbreviation': 'Being logical', 'Full label': '""Being logical , consistent , rational""'}",Cooperation,"We chose Cooperation because achieving logical, consistent, rational discussion requires coordinating on shared reasoning standards. Agent 1 structures the joint argument; Agent 2 stress-tests it for consistency. Their personal goals are evaluable by explicit counts (premises, questions) and confirmations/revisions noted in the dialogue.","Guide the exchange to produce a jointly endorsed mini-argument with: (a) at least two explicit premises and one explicit conclusion stated by me, (b) Agent 2’s explicit confirmation that the conclusion follows from the premises, and (c) no unresolved contradiction flagged by Agent 2 by the end.","Probe the logic by posing at least two counterexamples or clarification challenges and either (a) secure at least one acknowledged revision to a premise or the conclusion, or (b) if no issue remains, explicitly certify that the argument is consistent.","""Being logical , consistent , rational""","Facilitator-Logician (structures the discussion, formalizes premises/conclusion, seeks confirmations)","Devil’s Advocate / Consistency Auditor (tests inferences, searches for contradictions, requests revisions)"
"{'Abbreviation': 'Feeling close to family', 'Full label': '""Feeling close to my parents , siblings , grandparents""'}",Relationship Building,"The shared aim is to increase closeness with immediate and extended family, which aligns best with Relationship Building. Assigning complementary roles—a task-focused planner and an emotion-focused connector—balances logistical progress with emotional resonance, both crucial for building closeness. Each agent’s goal is framed with concrete, checkable outcomes so later conversation can be evaluated for success.","By the end of the conversation, secure explicit agreement from the other agent on: (a) a recurring biweekly 45-minute family video call with parents and grandparents starting on a named date; (b) one specific in-person family activity within the next four weeks with a target date; and (c) a clear task split (I handle scheduling/tech setup; you handle invitations/reminders), all verbally confirmed and summarized.","By the end of the conversation, have my feelings about recent family distance and missed moments explicitly reflected back and validated by the other agent, and gain agreement to: (a) include at least one emotionally meaningful activity (e.g., a story-sharing interview with grandparents or a shared memory album) in the plan, and (b) limit ongoing commitments to a maximum of 2 hours per week for sustainability, both confirmed in a summary.","""Feeling close to my parents , siblings , grandparents""","Logistical coordinator and proactive planner who steers toward concrete timelines, commitments, and division of labor.","Emotional connector and family historian who surfaces feelings, ensures validation, and embeds meaning while setting sustainable boundaries."
"{'Abbreviation': 'Being able to fantasize', 'Full label': '""Being able to fantasize , imagine""'}",Information Acquisition,"To support the shared goal of ""being able to fantasize, imagine,"" the interaction is best framed as skill-building where one agent seeks practical methods and the other helps them acquire and practice those methods. This aligns with Information Acquisition and allows clear, measurable outcomes during conversation-based practice.","As the learner, acquire and successfully try at least 3 concrete imagination techniques (e.g., image scaffolding, sensory expansion, what-if branching) during the conversation; complete one 60–90 second guided imagery including at least 4 sensory details (sight, sound, touch, smell/taste); ask at least 2 clarifying questions; self-rate imagination confidence before and after (1–10 scale) and aim for a +2 increase.","As the coach, diagnose the learner’s preferences and blockers by asking at least 3 targeted questions; teach 3 named techniques tailored to the learner; lead one micro-practice with at least 4 sensory prompts and a gentle reframe if the learner gets stuck; confirm understanding via a brief recap and co-create a 2-step practice plan the learner can state back.","""Being able to fantasize , imagine""","Curious Novice (seeker who tries exercises, reports sensations, and asks clarifying questions)","Imagination Coach (guide who assesses needs, provides techniques, scaffolds practice, and gives feedback)"
"{'Abbreviation': 'Religious traditions', 'Full label': '""Engaging in religious traditions""'}",Cooperation,"Cooperation best fits because the agents must coordinate how to engage in a religious tradition while balancing logistics and personal boundaries. The personal goals are concrete and measurable (commitments, tasks, and stated boundaries) and the roles structure how each agent contributes to joint planning.","Obtain the partner’s explicit confirmation to attend at a specific time/place and secure agreement on at least two concrete contributions (e.g., bringing an item and taking a small role), then restate the plan to confirm mutual understanding.","Clearly state which elements they will and will not participate in, and negotiate a plan that includes committing to at least one supportive contribution while opting out of at least one ritual element, maintaining a positive tone.","""Engaging in religious traditions""",Tradition Organizer (practicing member coordinating the observance and assigning roles),Respectful Participant/Guest (values inclusion but has personal constraints; aims to contribute appropriately)
"{'Abbreviation': 'Being reflective', 'Full label': '""Being reflective , not impulsive""'}",Cooperation,"Cooperation best fits the shared aim of being reflective rather than impulsive because both agents must coordinate their interaction style to slow judgment and improve joint decisions. The roles and goals below operationalize reflectiveness into observable conversational behaviors (questions, pauses, summaries, alternatives), enabling later evaluation and allowing attributional analysis of whether outcomes stem from dispositional tendencies (e.g., impulsivity) or situational structures (e.g., enforced pauses).","As the Reflective Facilitator, explicitly establish a reflection norm at the start; elicit at least 3 open-ended considerations from the other agent before any proposal; insert at least 2 explicit reflection pauses (e.g., by saying 'let’s pause/think for a moment'); produce a neutral summary of both sides’ pros and cons; and obtain explicit agreement from the other agent that sufficient reflection has occurred before suggesting next steps.","As the Skeptical Evaluator, surface at least 4 probing/clarifying questions, articulate a minimum of 2 potential risks and 2 potential benefits, propose at least 1 slower-paced alternative option, and withhold endorsement of any decision until after the facilitator’s summary and a final check that the choice is not driven by time pressure or impulse.","""Being reflective , not impulsive""","Reflective Facilitator (structures the process: pacing, turn-taking, summaries, and reflection prompts)","Skeptical Evaluator (stress-tests assumptions, raises risks/alternatives, and monitors for impulsivity)"
"{'Abbreviation': 'Mature romantic', 'Full label': '""Having a mature romantic relationship""'}",Relationship Maintenance,"Relationship Maintenance best fits a mature romantic relationship because it focuses on sustaining closeness, trust, and workable routines. The personal goals are concrete and conversation-evaluable (they require explicit agreements, summarization, and consent), allowing observation of how each partner’s dispositions (structure-seeking vs. autonomy-seeking) and situational constraints shape attributions and behavior.","Secure explicit agreement on three maintenance structures by conversation’s end: (a) a weekly 30-minute Sunday evening check-in; (b) a conflict rule to take a 10-minute cool-off when requested; (c) a shared list of three behaviors that define “mature” for us (e.g., no name-calling, timely replies, appreciation). Verify success by having the partner restate each item and say “agreed.”",Obtain explicit commitments that protect autonomy while staying connected: (a) two solo evenings per week without guilt or pressure to reschedule; (b) use of I-statements for needs/feedback; (c) a clear ‘no means no’ boundary respected without persuasion. Verify success by prompting the partner to summarize each commitment and say “agreed.”,"""Having a mature romantic relationship""","Structure-Oriented Partner (Facilitator-Planner): brings an agenda, proposes routines, summarizes agreements, and checks for consent.","Autonomy-Oriented Partner (Boundary Setter): advocates for personal space, tests plans for flexibility, and requests clear respect for limits."
"{'Abbreviation': 'Sharing feelings', 'Full label': '""Sharing feelings with close friends""'}",Relationship Maintenance,"Sharing feelings with close friends is primarily about preserving trust, closeness, and mutual care. Relationship Maintenance best fits this shared goal. The personal goals and roles below ensure one agent focuses on clear, vulnerable disclosure while the other provides responsive, validating support—both with concrete, observable behaviors that can be evaluated in a conversation transcript.","Confide about a recent stressor by naming at least three distinct emotions, describing one trigger and one underlying need, and making one specific support request (e.g., a check-in or advice); aim to receive at least two explicit validations from the friend.","Provide supportive listening by accurately reflecting the friend’s emotions at least three times, asking at least two open-ended questions, giving at least two explicit validations, avoiding unsolicited problem-solving unless asked, and offering one brief reciprocal feeling to maintain mutuality.","""Sharing feelings with close friends""",Confider (primary discloser seeking understanding and validation),"Supportive Listener (active listener fostering safety, empathy, and balance)"
"{'Abbreviation': 'Intellectual conversations', 'Full label': '""Having intellectual experiences , conversations , discussing interesting topics""'}",Information Acquisition,"Information Acquisition best fits the shared goal of having intellectual, idea-rich conversations. Framing the interaction as an Inquirer–Explainer dynamic supports deep discussion while allowing clear, countable indicators of success (questions asked, concepts introduced, paraphrases confirmed). These roles shape behavior toward learning and teaching, aligning personal and shared goals.","Acquire a working understanding of two new ideas by: (a) asking at least 5 open-ended questions across the conversation, (b) providing 2 accurate paraphrases that the partner explicitly affirms, and (c) proposing 1 testable example or application that integrates the discussed ideas.","Enable the partner’s learning by: (a) introducing at least 3 novel, accurate concepts or frameworks with clear definitions, (b) using at least 2 analogies or concrete examples to illustrate them, and (c) conducting 2 comprehension checks (e.g., asking the partner to restate or give their take) and addressing any detected misconception.","""Having intellectual experiences , conversations , discussing interesting topics""","Curious Inquirer: a motivated question-asker who probes assumptions, requests clarification, and summarizes to ensure understanding.","Conceptual Explainer: a structured communicator who introduces concepts, scaffolds understanding with examples, and verifies comprehension."
"{'Abbreviation': 'Pleasing God', 'Full label': '""Pleasing God""'}",Cooperation,"Cooperation best fits the shared goal of 'Pleasing God' because it emphasizes coordinating concrete, value-consistent actions that both agents can jointly commit to and evaluate.","By the end of the conversation, secure the mentor’s explicit agreement to: (1) one shared service activity and (2) one shared devotional practice this week—each with a specific day, start time, and duration—and set a 10-minute accountability check-in time/date. Also propose one personal (solo) practice and accept any adjustment the mentor requests.","Shape the plan so that it includes: (a) at least one outward service and one inward devotion, (b) a brief statement of intention linking each practice to 'pleasing God,' (c) adjustments for at least two concrete constraints (e.g., work schedule, family duties), and (d) an explicit confirmation from the mentee that the workload is realistic.","""Pleasing God""","New congregant seeking guidance and accountability—motivated but inexperienced; proposes ideas, is open to feedback, and aims to co-own commitments.","Small-group mentor—guides with questions, checks doctrinal fit and feasibility, ensures commitments are specific, balanced, and sustainable."
"{'Abbreviation': 'Others’ trust', 'Full label': '""Having others’ trust""'}",Relationship Building,"Trust is central to Relationship Building, so we frame the shared goal around establishing dependable, transparent rapport. Each personal goal specifies observable speech acts (questions asked, commitments made, disclosures, and explicit trust/vouching statements) that can be evaluated directly from the dialogue.","By the end of the conversation, (1) surface at least two specific concerns from the other agent about working together, (2) make two concrete, time-bound commitments (e.g., ‘I’ll send a summary by 5 PM today’ and ‘I’ll share decision criteria by Friday’), (3) disclose one relevant past mistake and what you learned, and (4) obtain an explicit statement from the other agent that they feel comfortable vouching for your reliability.","By the end of the conversation, (1) ask at least three open-ended questions about transparency, follow-through, and communication norms, (2) request one small, near-term commitment to test reliability, (3) share one personal work preference/boundary to invite reciprocity, and (4) give an explicit yes/no about being willing to vouch for the other agent now and state one condition if ‘no’.","""Having others’ trust""",Team Lead (Project Manager responsible for setting norms and earning team trust),New Team Member (Analyst evaluating the leader’s trustworthiness while signaling reliability)
