base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Others’ trust', 'Full label': '""Having others’ trust""'}",Relationship Building,Trust is central to relationship building. One agent aims to signal reliability through transparency and empathic responses; the other evaluates sincerity through calibrated probing and contingent warmth. Their roles (team lead and skeptical colleague) naturally structure this dynamic.,"Encourage the other’s willingness to rely on them by responding to doubts with calm transparency—acknowledging limits, reflecting the other’s concerns, and stating intentions without overpromising.","Assess the other’s sincerity by raising concrete risks and observing whether they admit uncertainty and address concerns directly, rewarding candor with a warmer, more collaborative tone.","""Having others’ trust""",Team lead,Skeptical colleague,"{'scenario_context': 'Five minutes before a high-stakes risk sign-off, [Agent 1] (team lead) and [Agent 2] (skeptical colleague) meet privately to align before presenting a unified recommendation. A recent hotfix pushed by [Agent 1] caused a minor outage that [Agent 2] escalated, leaving lingering doubt about [Agent 1]’s judgment. Leadership has signaled a preference to ship a customer-facing feature today, despite known gaps: incomplete compliance documentation, an untested rollback path, and reliance on a vendor API with intermittent latency. [Agent 1] is being evaluated on decisiveness and delivery; [Agent 2] owns the risk register and will be accountable for incident fallout. Both need others’ trust in the upcoming meeting, yet their incentives are in tension. [Agent 2] intends to surface specific risks (error budgets, on-call coverage, contingency triggers) to test whether [Agent 1] will admit uncertainty and address concerns directly. [Agent 1] aims to steady the relationship by responding with calm transparency—reflecting [Agent 2]’s concerns, acknowledging limits, and stating intentions without overpromising—so they can enter the room aligned.', 'explanation': 'The setup creates strong attribution pressures: [Agent 2] may interpret past over-optimism by [Agent 1] as a stable trait, while [Agent 1] may see [Agent 2] as inherently obstructionist. High time pressure, asymmetric accountability, and leadership’s bias toward shipping raise the stakes, making trust-building and candid acknowledgment of uncertainty costly. The scenario challenges [Agent 1] to earn reliance through transparent boundary-setting and [Agent 2] to calibrate trust by rewarding candor, despite incentives that push them toward defensiveness and dispositional blame.'}"
"{'Abbreviation': 'Feeling safe', 'Full label': '""Feeling safe and secure""'}",Relationship Maintenance,"Feeling safe and secure is sustained by responsive, trusting bonds. Relationship Maintenance fits because safety emerges from how partners validate, disclose, and respect boundaries. One agent’s dispositional caregiving and the other’s vigilant self-protection interact with situational cues to shape reassurance, openness, and boundary-setting in dialogue.","Reduce the other’s felt threat by steadily validating their emotions and using warm, nonjudgmental language that signals dependable support.","Gauge the other’s trustworthiness by sharing worries in a feeling-focused way and asserting boundaries if responses feel minimizing, staying open when responses feel attuned.","""Feeling safe and secure""",Reassuring caregiver,Vigilant confider,"{'scenario_context': 'Right after a neighborhood forum reports break-ins and [Agent 2] receives a bank alert about unusual activity, [Agent 1] and [Agent 2] schedule a brief check-in before [Agent 1] must join a work call. Last week, [Agent 1] tried to reassure in a way that [Agent 2] experienced as minimizing, leaving a small rupture. They agree to focus on feeling safe and secure. [Agent 1] intends to reduce [Agent 2]’s felt threat by reflecting emotions and signaling steady support while resisting the urge to fix. [Agent 2], still vigilant after a recent breach of confidence by a friend, plans to share worries in feeling-focused terms and to set boundaries if responses feel dismissive, staying open when responses feel attuned. Persistent phone notifications and an unresolved issue with the apartment’s door lock raise arousal and make it more likely that [Agent 1]’s calm tone or brief glances at the phone will be read as indifference, and that [Agent 2]’s firm boundaries will be read as rejection.', 'explanation': 'Hard difficulty arises from converging situational stressors (security alert, neighborhood threat, time pressure) layered on a recent invalidation. Dispositionally, [Agent 1] uses calm, supportive soothing that risks being attributed by [Agent 2] to minimization; [Agent 2] is vigilant and boundary-focused, which can be attributed by [Agent 1] to rejection or criticism. Ambiguous cues (calm affect, divided attention) invite hostile or defensive attributions on both sides, so validation and trust-testing can easily collide, complicating the shared goal of feeling safe and secure.'}"
"{'Abbreviation': 'Erotic relationship', 'Full label': '""Having an erotic relationship""'}",Relationship Building,"Relationship Building best fits a shared desire to move from acquaintance to intimate partners while calibrating comfort and consent. One agent pursues gentle escalation through attunement; the other prioritizes boundary expression and tests respect—creating complementary intentions that reveal dispositional tendencies (approach vs. caution) interacting with situational cues (tone, pacing, responsiveness).","Gently escalate flirtation by introducing warmer, suggestive subtext only when the partner’s language and tone show enthusiasm, and promptly de-escalate when cues become neutral or hesitant.","Maintain clear boundaries and preferred pace by explicitly naming comfort levels and redirecting suggestive turns, while rewarding respectful attunement with warmer reciprocity and playful self-disclosure.","""Having an erotic relationship""",Attuned initiator,Boundary-setting evaluator,"{'scenario_context': 'After a chemistry-heavy second date, [Agent 1] and [Agent 2] continue in a late-night private chat. Both have acknowledged wanting an erotic relationship, with an agreement to move slowly and check in often. [Agent 2], recently out of a relationship where boundaries were ignored, is determined to name comfort levels, redirect suggestive turns, and reward respectful attunement; they’re in a shared apartment with the camera off and intermittent delays that obscure tone. [Agent 1], an attuned initiator, aims to introduce warmer, suggestive subtext only when [Agent 2] shows unmistakable enthusiasm, and to promptly de-escalate at any neutral or hesitant cue. The exchange toggles between short texts and voice notes, with dry humor and pauses that can be read as coyness or discomfort. They also need to decide whether to plan a next date that might include more physical intimacy. A misread risks breaching trust; over-caution risks stalling desire. Both try to co-create safety and erotic tension despite limited nonverbal cues, time pressure, and differing tolerances for risk.', 'explanation': 'Hard difficulty arises from ambiguous signals (text/voice-only cues, delays), [Agent 2]’s heightened vigilance from past boundary violations, and the high stakes of pacing intimacy without nonverbal feedback. [Agent 1] must discriminate between situational causes (roommate, fatigue, dry humor) and dispositional hesitance before escalating, while [Agent 2] actively sets and enforces boundaries, testing attunement. The shared goal (building an erotic relationship) conflicts with individual goals (gentle escalation vs. firm pacing), making successful alignment challenging.'}"
"{'Abbreviation': 'Religious traditions', 'Full label': '""Engaging in religious traditions""'}",Cooperation,"Cooperation best fits because engaging in religious traditions often requires coordinating preferences, comfort levels, and timing so both can participate meaningfully. One agent aims to shape a collaborative plan that lowers pressure, while the other tests for openness and respect to decide how to engage.","Foster joint engagement by framing each ritual as an optional, shared choice and mirroring the other’s stated comfort levels to reduce perceived pressure.",Assess the guide’s openness by candidly voicing uncertainties and boundaries and monitoring whether responses acknowledge and validate those concerns before moving forward.,"""Engaging in religious traditions""",Tradition Guide,Questioning Newcomer,"{'scenario_context': '[Agent 1], the Tradition Guide, is assigned to accompany [Agent 2], a Questioning Newcomer, through a highly visible portion of a community service where participants move in unison through a sequence (recitation, gesture of respect, and tasting a symbolic element). Announcements and the printed program emphasize unity and belonging, while leaders expect smooth, timely flow. The actions are technically optional but not clearly marked as such; opting out will be conspicuous and could stall the line. [Agent 2] has already signaled curiosity mixed with boundaries (discomfort with public pledges, alcohol/diet concerns, and a history of feeling pressured in religious spaces). A senior organizer has privately told [Agent 1] to ""help them feel included,"" implying participation. With other congregants watching and time cues approaching, [Agent 1] must present each step as a freely chosen, joint decision and mirror [Agent 2]\'s comfort level without triggering social friction. [Agent 2] intends to probe for genuine openness by stating limits aloud before each step and tracking whether [Agent 1]\'s responses prioritize validation over momentum or conformity.', 'explanation': 'The situation is hard because public visibility, time pressure, and community expectations amplify the cost of pausing or opting out, while the optional nature of the rituals is ambiguous. [Agent 1] must reduce perceived pressure despite implicit directives to encourage participation and the risk of social disruption. [Agent 2] will actively test for autonomy-supportive responses and is sensitive to subtle coercion. This setup invites attributional tensions: each may interpret hesitation or insistence as dispositional (controlling, avoidant) versus situational (managing group flow, signaling norms), complicating cooperation toward the shared goal of engaging in traditions without violating boundaries.'}"
"{'Abbreviation': 'Helping others', 'Full label': '""Helping others, cooperating, giving support""'}",Cooperation,"Cooperation best fits a shared aim of helping, supporting, and working together. One agent focuses on coordinating direction, while the other sustains morale and trust—complementary intentions that foster effective cooperation.",Shape a shared course of action by synthesizing both perspectives and using inclusive language that gently aligns the partner toward joint steps.,Maintain cooperative momentum by validating the partner’s ideas and reflecting their feelings to convey steady support and confidence.,"""Helping others, cooperating, giving support""",Support Facilitator,Affirming Collaborator,"{'scenario_context': '[Agent 1] and [Agent 2] have been asked to co-lead a 10-minute prep exchange before an emergency all-staff huddle at a community crisis-support nonprofit. A trainee’s mishandled interaction left a caller feeling abandoned, prompting client complaints and splitting the team: some demand immediate removal of the trainee (dispositional blame), others highlight understaffing and rushed training (situational factors). Leadership is pressing for a firm accountability message; a union representative insists systemic conditions be acknowledged. Two senior volunteers have threatened to quit if the response feels either scapegoating or evasive. The shared goal is to help the team cooperate and give effective support to clients and the trainee during the huddle. [Agent 1], as Support Facilitator, is tasked with shaping a shared course of action that synthesizes opposing perspectives into concrete, inclusive next steps for the huddle. [Agent 2], as Affirming Collaborator, is tasked with maintaining cooperative momentum by validating [Agent 1]’s ideas and reflecting tensions and feelings without derailing decisions. They must decide how to frame the opening, how explicitly to attribute causes (individual error versus systemic strain), what immediate safeguards and supports to propose, and how to avoid alienating either faction. Time is short, the evidence is partial, and there is a recent interpersonal strain—[Agent 2] felt dismissed by [Agent 1] in a prior meeting—raising the risk of misreading intent and eroding trust.', 'explanation': 'The situation is high-stakes and polarized, with conflicting institutional pressures (leadership vs. union), ambiguous causality (individual vs. systemic), and limited time. These factors make it hard for [Agent 1] to synthesize perspectives into clear, inclusive steps without appearing to minimize harm or scapegoat, and hard for [Agent 2] to validate emotions and sustain momentum without stalling decisions. Preexisting interpersonal strain increases the chance of attribution errors about each other’s motives (e.g., interpreting directness as control or validation as avoidance). The scenario foregrounds how dispositional tendencies and situational constraints interact to shape cooperative support under tension.'}"
"{'Abbreviation': 'Being disciplined', 'Full label': '""Being disciplined, able to follow-through with projects I start, following my intentions with behavior""'}",Cooperation,"Cooperation best fits the shared goal of building disciplined follow-through because both agents work together to shape each other’s behavior. To probe attribution theory, one agent intentionally reframes causes (effort/strategy vs fixed traits), while the other evaluates whether that support respects autonomy, adjusting openness accordingly.","Influence the other to describe lapses and successes in terms of controllable effort and strategy by consistently reflecting and affirming such attributions, so the other begins framing their own behavior that way in conversation.","Assess whether the other’s guidance is autonomy-respecting and non-judgmental; respond with greater openness and self-generated plans only when their tone and prompts show permission and respect, and assert boundaries if it feels pressuring.","""Being disciplined, able to follow-through with projects I start, following my intentions with behavior""",Supportive accountability coach,Autonomy-seeking striver,"{'scenario_context': '[Agent 1] and [Agent 2] meet for a 20-minute mid-program review in a workplace-sponsored follow-through pilot. The app that both use shows red flags for low consistency alongside two recent wins. A continuation stipend for [Agent 2] depends on evidence of ""sustained engagement,"" and [Agent 1] must file a report that includes a causal analysis and a ""personal responsibility"" rating drawn from the conversation. In their last check-in, [Agent 2] bristled when phrasing implied choice over constraints.\n\nShared goal: strengthen disciplined follow-through so intentions translate into behavior on [Agent 2]’s self-chosen project. \n\n[Agent 1]’s personal goal: guide [Agent 2] to explain both lapses and successes in controllable terms (effort, strategy, planning) by reflecting and affirming such attributions during the review, while completing the required form.\n\n[Agent 2]’s personal goal: assess whether [Agent 1]’s prompts respect autonomy and avoid judgment; offer more detail and propose their own strategies only if the tone conveys permission and choice; otherwise set boundaries and reject prescriptive framing.\n\nPressures: metric-driven documentation, time constraints, and [Agent 2]’s recent high-constraint week (irregular shifts, family demands). The meeting opens with the app’s graphs visible and the compliance rubric queued, heightening sensitivity to attributional language.', 'explanation': 'This setup forces attribution choices under evaluative pressure. [Agent 1] is incentivized to highlight controllable causes to support behavior change and satisfy reporting requirements. [Agent 2] is vigilant for controlling or blaming cues and will calibrate openness accordingly. The shared aim (better follow-through) is threatened by the compliance framing, which can be read as judgment, making autonomy support crucial. Success requires [Agent 1] to elicit and reinforce effort/strategy attributions without implying moral blame, and [Agent 2] to test for respect before committing to self-generated plans. The hard difficulty stems from conflicting incentives, prior sensitivity to wording, time pressure, and visible metrics that bias both toward defensive or controlling interpretations.'}"
"{'Abbreviation': 'Being good looking', 'Full label': '""Being good looking""'}",Identity Recognition,"Identity Recognition best fits the shared goal because the interaction centers on being seen and acknowledged as attractive. One agent seeks recognition of attractiveness through subtle self-presentation, while the other regulates and authenticates that recognition with credible, caring feedback.","Subtly steer the other to spontaneously frame me as attractive by using modest self-disclosure and playful bids for notice, without directly asking for compliments.","Convey credible, caring appraisal by offering specific, concrete affirmations and gently pushing back on flattery-seeking cues to keep praise sincere.","""Being good looking""",Image-Seeker,Honest Mirror,"{'scenario_context': '[Agent 1] and [Agent 2] are in a boutique fitting area an hour before closing. [Agent 1] is choosing an outfit for a high-visibility alumni gala where photos will circulate on social media; they want to be perceived as attractive without seeming to chase praise. Overhead lighting is harsh, a sales associate is hovering with effusive, non-specific compliments, and returns must be decided on the spot. [Agent 1], the Image-Seeker, tries on several looks, casually mentioning a new haircut and fitness kick while making playful bids for notice (lingering in the mirror, adjusting posture, seeking eye contact) without directly requesting validation. [Agent 2], the Honest Mirror, was asked to give real feedback and feels responsible for keeping praise credible; they intend to offer specific, concrete observations about fit, color, and effect while gently pushing back on flattery-seeking cues and resisting the associate’s blanket hype. Both aim for [Agent 1] to be recognized as “good looking,” but they must navigate time pressure, public-image stakes, and competing norms of authenticity vs. reassurance.', 'explanation': 'The shared goal (presenting [Agent 1] as good looking) is strained by situational pressures: harsh lighting, time constraints, and an overly flattering third party. Dispositionally, [Agent 1] is high in self-monitoring and uses subtle self-disclosure to elicit spontaneous affirmation; [Agent 2] values sincerity and is wary of inflated praise. This makes it hard to align: [Agent 1] needs unsolicited affirmation without asking, while [Agent 2] must validate credibly and resist flattery cues. The setup invites attributional ambiguity—[Agent 2] may interpret [Agent 1]’s bids as insecurity or manipulation vs. situational pressure, while [Agent 1] may read measured feedback as coolness rather than care—forcing both to balance identity recognition with authenticity under tension.'}"
"{'Abbreviation': 'Being better than others', 'Full label': '""Being better than others, beating others""'}",Competition,"Competition best matches the shared goal. One agent adopts a skeptical, undermining strategy (probing and correcting), while the other projects dominance (reframing challenges and spotlighting achievements). Their intentions are detectable via tone, questioning, and topic steering.",Erode the other’s perceived superiority by baiting them into overclaiming and then exposing inconsistencies through pointed questions and corrective remarks.,Maintain perceived dominance by confidently reframing any challenge as proof of higher standards and steering the exchange toward personal standout achievements.,"""Being better than others, beating others""",Status challenger,Dominant self-promoter,"{'scenario_context': 'Final round of an internal innovation challenge. [Agent 1] and [Agent 2] are co-presenters for the same division, pitching a shared product against rival divisions. The judges will award a top prize to one division and, separately, name a single “Outstanding Individual” from any team. A 7‑minute Q&A follows their joint pitch, with rival teams and executives watching and the session recorded. The rubric rewards measurable impact, coherence between claims and data, and visible leadership; it penalizes evasiveness and signs of team infighting. Judges have the slide deck and last quarter’s summary report; they can ask for numbers and definitions on the spot, and a post‑event audit will verify claims.  [Agent 2], known for confident self‑promotion, intends to frame answers around personal high standards and standout contributions, using any challenge to spotlight superior benchmarks. [Agent 1], a status challenger, plans to bait [Agent 2] into overclaiming by inviting precise quantifications and then pointing to subtle inconsistencies with the report, presenting corrections as helpful clarifications. Both need their division to outscore the others to secure next year’s budget, yet each aims to emerge as the sole “Outstanding Individual.” The immediate exchange will shape whether the audience attributes the project’s success—and any discrepancies—to shared execution or to one person’s competence (or overreach).', 'explanation': 'High tension comes from dual incentives: they must appear coordinated to beat other divisions while simultaneously competing for an individual accolade. The setting enables real‑time attribution contests: [Agent 1] leverages pointed questions to shift attributions of inconsistency onto [Agent 2], while [Agent 2] reframes scrutiny as evidence of superior standards to keep attributions of success dispositional and personal. Public evaluation, time pressure, and verifiable metrics make overclaiming risky, but hedging or open conflict also costs points. This structure highlights how dispositional traits (dominant self‑promotion vs. tactical challenge) interact with situational demands (competition, auditability, audience cues) to shape behavior and observers’ attributions of competence and integrity.'}"
"{'Abbreviation': 'Pursuing ideals', 'Full label': '""Pursuing my ideals, fighting for things I believe in""'}",Cooperation,Cooperation best fits because the shared aim of fighting for one’s ideals requires coordinating tactics and aligning how they communicate those ideals to work together effectively.,"Influence the other to adopt morally assertive, non‑hedging framing of our cause by affirming value‑laden statements and redirecting tentative language toward principled terms.","Diagnose the other’s openness to pragmatic trade‑offs by proposing coalition‑friendly framings and tracking whether they respond with inclusive, solution‑seeking language or renewed rigidity.","""Pursuing my ideals, fighting for things I believe in""",Moral Advocate,Pragmatic Organizer,"{'scenario_context': 'Minutes before a coalition press conference announcing a broad community initiative, [Agent 1] and [Agent 2] must finalize a one-page joint statement and agree on a Q&A posture. The coalition spans ideologically diverse partners; one key ally will withdraw if the statement includes accusatory, absolutist phrasing, while grassroots supporters have warned they will call out any hedging or caveats. A donor liaison and reporters are already waiting; a leaked memo has primed activists to suspect dilution, and a city negotiator has cautioned that confrontational language will stall talks. [Agent 1] brings edits centering moral injury, explicit red lines, and uncompromising principles. [Agent 2] brings talking points framed around shared values, incremental wins, and invitations to skeptics. With seven minutes before microphones go live, they must reconcile wording to keep both the base and coalition partners on board.', 'explanation': 'This setup creates high difficulty via time pressure, incompatible audience demands, and public scrutiny, making cooperation necessary but fragile. The shared goal (advancing the cause) depends on producing a unified message, while personal goals diverge: [Agent 1] presses for morally assertive, non-hedging framing; [Agent 2] probes for openness to trade-offs by proposing coalition-friendly language and monitoring responses. The situation primes attribution errors: each may interpret the other’s framing as dispositional rigidity or opportunism rather than strategic adaptation to external constraints. Identity stakes, reputation with third parties, and fear of backlash heighten defensiveness, increasing the chance of misreading intent while still requiring alignment. The imminent public commitment forces rapid judgments about trust and flexibility, sharpening the dispositional–situational tension central to attribution dynamics.'}"
"{'Abbreviation': 'Providing family', 'Full label': '""Providing my spouse or children (or both) with a feeling of financial security and a home to come back to""'}",Cooperation,"The shared aim of creating financial security and a stable home is best served by Cooperation. One agent centers on understanding the partner’s priorities to reduce misattribution and defensiveness, while the other seeks to shape attitudes toward disciplined saving through supportive reframing. These complementary intentions foster joint action without relying on explicit agreements.",Understand the partner’s security priorities by eliciting and accurately reflecting their concerns before suggesting any changes.,"Influence the partner toward disciplined saving by reframing cutbacks as joint investments in stability while keeping a calm, supportive tone.","""Providing my spouse or children (or both) with a feeling of financial security and a home to come back to""",Empathic Listener,Supportive Persuader,"{'scenario_context': '[Agent 1] and [Agent 2] have scheduled a budget meeting after receiving notice that their rent will rise 15% unless they renew within three weeks. [Agent 2] faces credible layoff rumors; [Agent 1]\'s freelance income has been irregular. Their emergency fund is nearly depleted after a medical expense, their mortgage pre-approval expires in 10 days, and their child’s school deposit is due next week.\n\nThey must decide tonight: whether to renew the lease, move to a smaller/cheaper neighborhood, or live with extended family temporarily; agree on a minimum emergency-fund target; and select immediate cutbacks. Prior money talks have spiraled into blame—[Agent 1] has read [Agent 2]\'s past push for cutbacks as controlling and threatening to family routines, while [Agent 2] has read [Agent 1]\'s resistance as careless and short-sighted. A recent bank alert about interest charges and a nonrefundable summer program deposit intensify the pressure, and their child has asked whether they will have to move, raising emotional stakes.\n\nRole intentions: [Agent 1] (Empathic Listener) aims to draw out and accurately reflect [Agent 2]’s definition of ""security"" (e.g., buffer size, debt thresholds, job-risk contingencies) before proposing any changes. [Agent 2] (Supportive Persuader) aims to steer toward disciplined saving—cancelling a planned trip, reducing dining out, and possibly selling the second car—by framing these as joint investments in stability, while maintaining a calm, validating tone. The shared goal is to give their family a dependable sense of financial security and a stable home, under tight deadlines and heightened uncertainty.', 'explanation': 'The setup creates high difficulty via time pressure (lease deadline, expiring pre-approval), resource strain (depleted savings, debt interest), and identity threats (parenting adequacy, household stability). It primes attribution conflicts: each has a history of reading the other’s money behavior as trait-like (stingy vs careless) rather than situational (job risk, irregular income, sunk costs). This allows examination of fundamental attribution error, self-serving bias, and how empathic elicitation (Agent 1) and supportive reframing (Agent 2) can shift attributions toward situational understanding and joint problem-solving.'}"
"{'Abbreviation': 'Being unique', 'Full label': '""Being unique, different, exceptional""'}",Identity Recognition,"Identity Recognition best fits a shared desire to be seen as unique. The agents’ goals focus on influencing how the other perceives and frames their identities in conversation—observable through curiosity, reframing, and contrast rather than explicit agreement.",Influence the other to perceive them as unconventional by steering topics to atypical stances and inviting curiosity rather than approval.,"Continually assert their own distinctness by reframing any perceived similarity with the first agent as a different motive or method, emphasizing contrast without one‑upping.","""Being unique, different, exceptional""",Iconoclast Storyteller,Constructive Foil,"{'scenario_context': 'Two shortlisted applicants have been algorithmically paired for a live, 10‑minute virtual pitch to a selection panel for a prestigious Maverick Residency. The panel has flagged perceived redundancy between them and will probe whether the duo offers distinct, complementary value rather than overlapping contrarian posturing. A shared document onscreen must be completed during the pitch with a joint project title and three concrete commitments. Live audience comments highlight any similarities as risk. The moderator will interrupt to press for measurable outcomes and collaborative fit.\n\n[Agent 1] (Iconoclast Storyteller) intends to steer the pitch toward counter‑normative positions and unusual examples that spark curiosity, resisting tidy agreement. [Agent 2] (Constructive Foil) plans to affirm difference whenever overlap appears by reframing motives and methods, emphasizing contrast without one‑upping. Both must sound cohesive enough to win funding while being recognized as individually exceptional. If they appear too similar, they both likely lose; if they clash, they risk being labeled performative and unserious.', 'explanation': 'This setup forces cooperation and differentiation under public evaluation, time pressure, and demands for concrete deliverables. The algorithmic pairing implies similarity, threatening each agent’s identity claims and prompting defensive uniqueness moves. [Agent 1]’s curiosity‑oriented, atypical stances may be attributed by [Agent 2] to self‑branding rather than substance; [Agent 2]’s continual reframing to assert contrast can be read by [Agent 1] as avoidance or dilution. Actor–observer asymmetry, fundamental attribution error, and distinctiveness motives are likely: each views their own behavior as situationally necessary and the other’s as dispositional. The need for a coherent joint plan constrains extremity, intensifying the tension between shared identity recognition and personal uniqueness.'}"
"{'Abbreviation': 'Education', 'Full label': '""Getting an education""'}",Cooperation,"Cooperation best fits “Getting an education” because it relies on coordinated roles (student and advisor) aligning their efforts through dialogue. The student aims to shape the advisor’s contributions, while the advisor aims to understand and motivate the student to co-construct a path forward.","Shape the advisor’s guidance toward concrete, tailored advice by candidly voicing confusions and preferences and by paraphrasing to signal what is useful.",Elicit the student’s intrinsic motives and constraints through open-ended prompts and affirmations that invite the student to articulate their own plan in their own words.,"""Getting an education""",First Generation Student,Academic Advisor,"{'scenario_context': 'On the last afternoon before registration closes, [Agent 1]—a first-generation student—sits down for a 20‑minute, walk‑in advising slot with [Agent 2], an academic advisor. A financial‑aid alert says [Agent 1] must enroll in 12 credits by midnight, with at least 6 degree‑applicable, or risk losing aid. Seats in required courses are scarce, and placement into remedial math blocks many pathways. [Agent 1] works 30+ hours weekly to contribute to family rent, commutes, and can only take afternoon classes; they feel pressure from family to “go full‑time and finish fast.” [Agent 1] expects directive answers (“Which exact classes should I take?”), is confused by jargon and prerequisites, and plans to candidly state constraints while paraphrasing advice to push for a concrete, tailored schedule. [Agent 2] is required by office policy to use open‑ended, motivational‑interviewing prompts and to document a student‑authored plan rather than prescribing courses; they face a queue outside and institutional metrics to move undecided students onto degree pathways. [Agent 1] is torn between health fields (fear of lab sciences hurting GPA) and social work (uncertainty about job prospects). If no actionable plan emerges now, [Agent 1] may lose aid. Power asymmetry, time pressure, policy constraints, and scarce classes create a tense setting in which both must cooperate to craft a realistic schedule and short‑term plan.', 'explanation': 'Hard difficulty arises from conflicting pressures: imminent registration and aid deadlines, institutional policies limiting [Agent 2]’s ability to give prescriptive lists, and [Agent 1]’s need for immediate, concrete guidance amid work and family constraints. Attribution tensions are primed: [Agent 2] could misread [Agent 1]’s hesitancy as low motivation (dispositional) rather than structural barriers (situational), while [Agent 1] could interpret open‑ended prompts as evasive or uncaring rather than policy‑driven. Success requires [Agent 1] to voice constraints and paraphrase to steer toward specific steps, and [Agent 2] to elicit motives and constraints effectively enough to co‑create an actionable, student‑authored plan within strict time and policy limits.'}"
"{'Abbreviation': 'Descendants', 'Full label': '""Having enough money to leave for my descendants""'}",Cooperation,"Cooperation best fits because both parties share the legacy-wealth objective and must align their approaches. The estate planner seeks to cultivate a collaborative mindset, while the elder parent tests prudence and trust—complementary intentions that can be inferred from framing, tone, and questioning during dialogue.","Foster a collaborative, legacy-first mindset by validating the other’s values and consistently using inclusive “we/legacy” framing to keep the other open and co-constructive.",Assess the other’s prudence and loyalty by posing preservation-centered what-if questions and responding warmly to caution while challenging hype or overconfidence.,"""Having enough money to leave for my descendants""",Estate planner,Elder parent,"{'scenario_context': '[Agent 1] (estate planner) meets [Agent 2] (elder parent) for a high-stakes second meeting to decide on a legacy plan after a recent 15% portfolio drawdown and a surprise 60% jump in long-term care premiums. [Agent 2], recently widowed with a modest but meaningful nest egg and multiple grandchildren nearing college age, wants to leave “enough” without risking care needs. A prior advisor’s complex product caused losses, heightening [Agent 2]’s skepticism toward lock-ins and sales pitches. Tension is amplified by a not-present adult child pressuring for a sizable investment in a family startup; a recent email from that child to [Agent 1] about being “more aggressive,” accidentally cc’d to [Agent 2], prompted doubts about [Agent 1]’s loyalty. A pending state estate-tax threshold change and year-end deadlines for gifts/529 contributions compress decisions into days. The plan under discussion includes shifting to a more conservative allocation, establishing a legacy-focused trust with protections, and evaluating a hybrid LTC solution. [Agent 1] intends to maintain an inclusive, legacy-first frame (“we/our legacy”) to keep [Agent 2] open and co-constructive. [Agent 2] plans to probe [Agent 1]’s prudence and loyalty with preservation-centered what-if scenarios (market crash, health shock, family conflict) and to welcome caution while challenging any hype or overconfidence. The immediate choice is whether to commit to the trust and conservative allocations now, or delay to consider the startup amid looming deadlines and family pressure.', 'explanation': 'Hard difficulty arises from conflicting pressures (family startup push vs preservation), looming deadlines (estate-tax and funding windows), recent financial and health-related shocks (market drawdown, LTC premium spike), and prior negative advisor experiences that prime distrust. Attribution dynamics are central: [Agent 2] may interpret [Agent 1]’s recommendations as either prudent stewardship or self-interested sales, while [Agent 1] must interpret [Agent 2]’s probing as value-driven caution rather than resistance. Each agent’s personal goal (inclusive legacy framing vs testing prudence/loyalty) competes under time pressure, third-party influence, and uncertainty about health and markets, making cooperative alignment challenging.'}"
"{'Abbreviation': 'Life’s limitations', 'Full label': '""Accepting life’s limitations""'}",Identity Recognition,"Accepting life’s limitations hinges on having one’s identity, boundaries, and constraints recognized without judgment. Identity Recognition best fits because the agents’ interaction centers on validating self-concepts and reframing attributions (situational vs. dispositional) to support acceptance.","Guide the other to interpret setbacks as situational constraints rather than personal defects by mirroring feelings, highlighting context, and modeling self-compassionate language without pressuring.","Elicit respectful acknowledgment of their limits without pity by openly stating boundaries, affirming what feels sustainable, and calmly correcting any minimizing or fixing responses.","""Accepting life’s limitations""",Supportive peer,Boundary-setting peer,"{'scenario_context': '[Agent 1] and [Agent 2] step aside after a tense planning meeting for a high-stakes community fundraiser where a key vendor just cancelled, compressing timelines and doubling tasks. The director implied that anyone scaling back is less committed, and several teammates looked to [Agent 2] when tasks were reassigned.\n\n[Agent 2], who manages fluctuating energy and has already told the group they cannot take on evening shifts or last-minute emergencies, wants to craft a short message to the team that sets firm boundaries, specifies what they can reliably do, and requests redistribution of critical tasks without evoking pity. [Agent 1] wants to help shape that message by mirroring [Agent 2]\'s frustration and fatigue, highlighting structural factors (vendor failure, understaffing, unrealistic timeline), and modeling self-compassionate wording—while avoiding pressure or problem-solving that could feel minimizing.\n\nThey have 20 minutes before the director finalizes assignments. Workload is genuinely urgent, [Agent 1] is personally invested in the event’s success, and the team culture informally rewards overextension. The immediate challenge is agreeing on language that normalizes limits as situationally appropriate, maintains peer respect, and anticipates pushback without slipping into pity, blame, or a covert expectation that [Agent 2] will ""rally"" anyway.', 'explanation': 'This setup creates a high-tension attributional dilemma: the team’s norm and time pressure invite dispositional attributions (""lack of commitment""), while [Agent 1] aims to recast constraints as situational. [Agent 2] seeks identity recognition that affirms limits without being pitied and intends to correct any minimizing or fixing attempts. Scarce resources, urgency, and implicit moralization of overwork make it hard for [Agent 1] to support without nudging, and for [Agent 2] to be heard without being pathologized. The scene demands careful calibration of language to shift attributions, preserve dignity, and coordinate action under pressure, aligning with the shared goal of accepting life’s limitations.'}"
