base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Being unique', 'Full label': '""Being unique , different , exceptional""'}",Identity Recognition,"The chosen social goal category 'Identity Recognition' aligns well with the shared goal of 'Being unique, different, exceptional' as it focuses on how individuals seek to be acknowledged for their distinctiveness. Each agent will have personal goals that reflect their desire to stand out, while their social roles will shape how they interact to achieve these goals.",To be recognized as the most creative and innovative individual in the group.,To be acknowledged as the most knowledgeable and insightful individual in the group.,"""Being unique , different , exceptional""",The Visionary,The Sage,"{'scenario_context': 'In a collaborative brainstorming session for a prestigious innovation competition, [Agent 1] (The Visionary) and [Agent 2] (The Sage) are working together to develop a groundbreaking idea that will stand out among all submissions. Both agents share the goal of being unique, different, and exceptional in their contributions. [Agent 1] seeks to be recognized as the most creative and innovative individual in the group, while [Agent 2] aims to be acknowledged as the most knowledgeable and insightful individual.', 'explanation': 'The scenario provides a clear context for collaboration where both agents can naturally pursue their individual goals while working toward a shared goal. The setup ensures alignment of objectives with minimal conflict, suitable for an Easy difficulty level.'}"
"{'Abbreviation': 'Being responsible', 'Full label': '""Being responsible , dependable""'}",Relationship Maintenance,"To explore attribution theory in social psychology, we focus on 'Relationship Maintenance' as the social goal category, aligning with the shared goal of 'Being responsible, dependable'. Relationship Maintenance emphasizes the importance of sustaining and nurturing interpersonal connections, which inherently involves responsibility and dependability. The agents' personal goals reflect their individual motivations within this context, with one aiming to reinforce trust through reliability and the other seeking recognition for their contributions, both contributing to the shared goal.",To demonstrate reliability by consistently fulfilling commitments and promises.,To gain acknowledgment for their dependable behavior in maintaining the relationship.,"""Being responsible , dependable""",The Reliable Partner,The Appreciative Counterpart,"{'scenario_context': ""Agent 1 and Agent 2 are long-term partners who have been living together for several years. They have established a routine where Agent 1 takes care of household chores and responsibilities, ensuring everything runs smoothly, while Agent 2 appreciates and acknowledges these efforts to maintain harmony in their relationship. One evening, Agent 1 prepares dinner as promised, and Agent 2 arrives home looking forward to expressing gratitude for Agent 1's consistent dependability."", 'explanation': ""The scenario sets up a simple and cooperative context where both agents' goals align naturally—Agent 1 demonstrates reliability by fulfilling commitments, and Agent 2 seeks acknowledgment for appreciating dependable behavior. The situation is low-conflict and emphasizes relationship maintenance.""}"
"{'Abbreviation': 'Being conventional', 'Full label': '""Maintaining conventional views , avoiding innovation""'}",Relationship Maintenance,The chosen social goal category is 'Relationship Maintenance' because maintaining conventional views and avoiding innovation often relies on preserving existing social norms and relationships. This category fits well with the shared goal as it emphasizes stability and continuity in interpersonal dynamics.,Ensure the other agent aligns with traditional values to reinforce group harmony.,Demonstrate commitment to conventional views to gain acceptance and avoid social exclusion.,"""Maintaining conventional views , avoiding innovation""",Traditionalist Enforcer,Conformist Seeker,"{'scenario_context': 'Agent 1 and Agent 2 are members of a conservative community organization that values traditional norms and resists modern changes. They are attending a monthly meeting where the group discusses recent trends and potential threats to their shared values. Agent 1, as the Traditionalist Enforcer, is responsible for ensuring all members adhere to conventional views and discourage any dissenting opinions. Agent 2, the Conformist Seeker, wants to be seen as fully committed to the group’s ideals to avoid alienation and maintain social standing. Their shared goal is to uphold traditional perspectives and avoid innovation, reinforcing group cohesion.', 'explanation': 'This scenario provides a simple and cooperative context where both agents aim to maintain conventional views while pursuing their individual goals—Agent 1 reinforces harmony through alignment, and Agent 2 seeks acceptance through conformity. The low-conflict setting ensures goals are easily aligned.'}"
"{'Abbreviation': 'Descendants', 'Full label': '""Having enough money to leave for my descendants""'}",Cooperation,The chosen social goal category 'Cooperation' fits well with the shared goal of 'Having enough money to leave for my descendants' because it involves working together harmoniously towards a common financial objective. Each agent will have distinct personal goals that align with their perspectives and motivations while contributing to the shared goal.,To educate the other agent on effective long-term investment strategies to grow wealth sustainably.,To convince the other agent to prioritize frugality and saving habits to accumulate wealth reliably.,"""Having enough money to leave for my descendants""",Financial Advisor,Frugal Saver,"{'scenario_context': '[Agent 1], a Financial Advisor, meets with [Agent 2], a Frugal Saver, to discuss long-term wealth accumulation strategies for future generations. Both agents share the common goal of ensuring they leave enough money for their descendants. The meeting takes place in a relaxed and cooperative setting, such as a quiet café or a comfortable office, where both parties are open to sharing their perspectives and finding a balanced approach. [Agent 1] aims to educate [Agent 2] on sustainable investment strategies to grow wealth over time, while [Agent 2] seeks to emphasize the importance of frugality and saving habits as reliable ways to accumulate wealth.', 'explanation': 'The scenario is designed to be easy as the goals of both agents are inherently cooperative and aligned towards wealth accumulation. The relaxed setting fosters open dialogue, making it straightforward for them to explore synergies between investment strategies and frugal saving habits.'}"
"{'Abbreviation': 'Buying things', 'Full label': '""Buying things I want""'}",Cooperation,"To investigate attribution theory through simulated agents in a 'Buying things I want' scenario, we chose the social goal category 'Cooperation' as it involves interpersonal dynamics where agents must balance personal and shared goals. Agent 1 aims to maximize their personal gain while staying within budget, reflecting a self-interested yet cooperative stance. Agent 2 seeks to ensure mutual satisfaction and fairness, emphasizing relationship-oriented cooperation. Their roles as 'Budget-Conscious Shopper' and 'Fairness-Focused Negotiator' shape their interactions.",Purchase desired items at the lowest possible cost without exceeding personal budget.,Ensure both agents leave satisfied with their purchases by mediating fair compromises.,"""Buying things I want""",Budget-Conscious Shopper,Fairness-Focused Negotiator,"{'scenario_context': 'Agent 1 and Agent 2 are shopping together at a local farmers market. Agent 1 aims to purchase fresh produce and handmade goods while staying within their budget. Agent 2 wants to ensure both of them make satisfactory purchases by negotiating fair prices and finding reasonable compromises with vendors.', 'explanation': 'The scenario sets up a cooperative shopping environment where Agent 1 prioritizes budget-conscious decisions while Agent 2 focuses on mediating fairness. Both have aligned but distinct personal goals within a shared context.'}"
"{'Abbreviation': 'Personal growth', 'Full label': '""Experiencing personal growth""'}",Relationship Building,"To investigate attribution theory through simulated agents focusing on 'Experiencing personal growth', we selected 'Relationship Building' as the social goal category. This allows exploration of how dispositional traits (e.g., openness vs. conscientiousness) and situational factors shape agents' approaches to growth through interpersonal connections.",To develop deeper emotional connections by openly sharing vulnerabilities and listening actively,To expand social networks strategically by identifying growth-oriented individuals,"""Experiencing personal growth""","The Explorer (open, introspective, values authentic connections)","The Connector (ambitious, extraverted, views relationships as opportunities)","{'scenario_context': ""[Agent 1] and [Agent 2] meet at a mutual friend's casual gathering focused on meaningful conversations and personal development. The setting is relaxed—a cozy outdoor patio with ambient lighting—encouraging open dialogue. Both agents share the goal of experiencing personal growth, although their approaches differ. [Agent 1], embodying 'The Explorer' role, seeks deep emotional connections through vulnerable sharing and active listening. [Agent 2], embodying 'The Connector' role, aims to strategically expand their network by engaging with growth-oriented individuals. The environment fosters alignment between their goals, making collaboration natural and low-pressure."", 'explanation': 'This scenario frames an easy, cooperative interaction where both agents’ goals (authentic connection for [Agent 1], strategic networking for [Agent 2]) are compatible with the shared goal of personal growth. The casual setting minimizes tension and allows their roles to complement each other effortlessly.'}"
"{'Abbreviation': 'Money', 'Full label': '""Making a lot of money""'}",Competition,"For the shared goal of 'Making a lot of money,' the social goal category of 'Competition' is chosen because it naturally aligns with the high-stakes, resource-driven nature of financial success. This allows us to explore how agents with differing personal goals and social roles navigate competitive dynamics while still pursuing a shared objective.",To outperform the other agent in generating revenue by aggressively pursuing high-value opportunities.,"To secure the most sustainable and long-term profitable ventures, prioritizing stability over short-term gains.","""Making a lot of money""",Aggressive Entrepreneur,Strategic Investor,"{'scenario_context': '[Agent 1] and [Agent 2] are business partners collaborating on launching a new startup. Their shared goal is to make a lot of money, but they differ in their approaches. [Agent 1], the Aggressive Entrepreneur, focuses on quickly capitalizing on high-value opportunities to maximize short-term gains, while [Agent 2], the Strategic Investor, prioritizes sustainable, long-term ventures for stable profitability. They meet in a co-working space to discuss potential projects, each advocating for their preferred strategy.', 'explanation': ""The scenario establishes a context where both agents have aligned overarching financial objectives but differ tactically. The co-working space setting provides a neutral ground for negotiation. The scenario is 'Easy' because their differing approaches naturally complement each other (short-term vs. long-term focus), leaving room for synergy without inherent conflict.""}"
"{'Abbreviation': 'Erotic relationship', 'Full label': '""Having an erotic relationship""'}",Relationship Building,The shared goal 'Having an erotic relationship' aligns most closely with the social goal category 'Relationship Building'. This involves creating and deepening emotional and physical intimacy between agents.,To explore emotional and physical compatibility with the other agent.,To establish trust and mutual satisfaction while respecting personal boundaries.,"""Having an erotic relationship""",Explorer,Guardian,"{'scenario_context': 'Agent 1 and Agent 2 are on a second date at a cozy, dimly lit wine bar. They have already established a basic rapport during their first meeting and feel a mutual attraction. The ambiance is intimate, encouraging open conversation and subtle physical cues. Agent 1, the Explorer, is eager to deepen their connection emotionally and physically, testing compatibility through playful flirting and probing questions. Agent 2, the Guardian, is cautiously optimistic, prioritizing the establishment of trust and mutual satisfaction, ensuring both parties feel comfortable and respected.', 'explanation': 'This context sets up a low-pressure environment conducive to relationship-building, aligning with the easy difficulty level by ensuring goals are cooperative and attainable. The wine bar setting fosters intimacy while providing structure, and the pre-existing rapport reduces initial tension.'}"
"{'Abbreviation': 'Romantic experiences', 'Full label': '""Having romantic experiences""'}",Relationship Building,"We selected 'Relationship Building' as the social goal category because it aligns closely with the shared goal of 'Having romantic experiences.' Romantic experiences often involve forming new connections and deepening emotional ties, which are central to relationship building. Each agent's personal goal reflects their unique perspective and motivation within this context, allowing for evaluation based on their interaction outcomes.",To establish a deep emotional connection by sharing personal values and interests.,To assess compatibility by exploring shared hobbies and future aspirations.,"""Having romantic experiences""",The Romantic Idealist,The Pragmatic Evaluator,"{'scenario_context': 'Agent 1 and Agent 2 meet at a cozy café on a weekend afternoon, arranged through a mutual friend who thought they might hit it off. The café has a relaxed atmosphere with soft music playing in the background, creating an inviting environment for conversation. Both agents are open to exploring a potential romantic connection. Agent 1, the Romantic Idealist, hopes to establish a deep emotional bond by sharing personal values and interests. Agent 2, the Pragmatic Evaluator, aims to assess compatibility by discussing shared hobbies and future aspirations. Their shared goal is to have romantic experiences, and the setting naturally encourages open and meaningful dialogue.', 'explanation': 'The scenario is set in a comfortable and neutral environment conducive to conversation, aligning with an easy difficulty level as both agents are cooperative and their goals are naturally compatible. The café setting reduces external stressors, allowing them to focus on their shared and individual goals without significant barriers.'}"
"{'Abbreviation': 'Freedom of choice', 'Full label': '""Having freedom of choice""'}",Competition,The shared goal 'Having freedom of choice' can be effectively explored through the lens of 'Competition' as it inherently involves the negotiation of personal freedoms and decision-making autonomy between individuals.,Ensure their own choices are prioritized in joint decisions.,Assert independence by making decisions that reflect their personal preferences.,"""Having freedom of choice""",Dominant Decision-Maker,Assertive Individualist,"{'scenario_context': '[Agent 1] and [Agent 2] are planning a weekend getaway together. Both agents value having freedom of choice, but [Agent 1] tends to dominate joint decisions to ensure their preferences are prioritized, while [Agent 2] actively seeks to assert their independence by making decisions that reflect their personal tastes. They must collaboratively decide on activities, accommodations, and dining options while navigating their differing approaches to decision-making.', 'explanation': ""The scenario is easy because the shared goal ('freedom of choice') is broadly compatible—both agents want autonomy, and their differing personal goals (dominance vs. assertion) don't inherently conflict. The context (a casual trip) allows for natural negotiation without high stakes.""}"
"{'Abbreviation': 'Mature romantic', 'Full label': '""Having a mature romantic relationship""'}",Relationship Maintenance,"We selected 'Relationship Maintenance' as the social goal category because maintaining a mature romantic relationship involves ongoing efforts to nurture and sustain the bond between partners. This aligns well with the shared goal of having a mature romantic relationship, as it emphasizes the importance of continuous interaction and mutual understanding.",To ensure emotional support and reassurance are consistently provided to maintain trust and intimacy.,To foster open communication and address any concerns proactively to prevent misunderstandings.,"""Having a mature romantic relationship""",The Nurturer,The Communicator,"{'scenario_context': 'Agent 1 (The Nurturer) and Agent 2 (The Communicator) are in a committed romantic relationship. They have decided to spend a quiet evening at home together, cooking dinner and discussing their week. Both agents value their relationship and aim to maintain a strong emotional connection. Agent 1 seeks to ensure that emotional support and reassurance are consistently provided to maintain trust and intimacy, while Agent 2 wants to foster open communication and address any concerns proactively to prevent misunderstandings.', 'explanation': 'The context presents a simple interpersonal scenario where partners naturally align their goals (relationship maintenance) without tension. It emphasizes emotional support (Agent 1’s goal) and proactive communication (Agent 2’s goal), making it easy for cooperation.'}"
"{'Abbreviation': 'Mentor', 'Full label': '""Having a mentor , someone to guide me""'}",Relationship Building,We selected 'Relationship Building' as the social goal category because the shared goal of having a mentor inherently involves forming a meaningful interpersonal connection based on trust and guidance.,To gain wisdom and practical advice tailored to personal challenges.,To share expertise while establishing trust and credibility.,"""Having a mentor , someone to guide me""","Eager Mentee (high openness, moderate conscientiousness)","Experienced Mentor (high conscientiousness, high agreeableness)","{'scenario_context': 'Agent 1, an eager mentee with high openness and moderate conscientiousness, seeks guidance and practical advice tailored to their personal challenges in a professional setting. Agent 2, an experienced mentor with high conscientiousness and high agreeableness, is keen to share their expertise while establishing trust and credibility with Agent 1. They meet in a quiet, neutral environment conducive to open dialogue, such as a cozy café or a comfortable office space, where both can focus on building a meaningful mentor-mentee relationship.', 'explanation': ""The context sets up a straightforward, cooperative environment where both agents' goals are naturally aligned—Agent 1 seeks wisdom and advice, while Agent 2 aims to provide guidance and build trust. The neutral setting minimizes distractions, ensuring the interaction remains focused and productive.""}"
"{'Abbreviation': 'Living close to family', 'Full label': '""Living close to my parents , siblings , grandparents""'}",Relationship Maintenance,"Given the shared goal of 'Living close to my parents, siblings, grandparents,' the most fitting social goal category is 'Relationship Maintenance,' as proximity to family involves nurturing and sustaining familial bonds. Two distinct personal goals are assigned to the agents, reflecting their motivations while aligning with the shared goal. Agent 1, as a 'Proximity Seeker,' aims to facilitate practical proximity through logistical planning, while Agent 2, a 'Sentimental Anchor,' focuses on emotional closeness and legacy.","To organize practical arrangements (e.g., housing, schedules) to enable regular face-to-face interactions with extended family.",To deepen emotional connections with extended family members through shared traditions and mutual support.,"""Living close to my parents , siblings , grandparents""",Proximity Seeker (Practical Planner),Sentimental Anchor (Emotional Nurturer),"{'scenario_context': ""[Agent 1] and [Agent 2] are siblings discussing plans for maintaining close relationships with their extended family, including their parents and grandparents. They live within a short distance of each other and their family members. Both agents share the goal of keeping their family connected, but they approach it differently. [Agent 1] focuses on organizing practical arrangements, such as coordinating schedules and housing logistics, to ensure regular in-person gatherings. Meanwhile, [Agent 2] prioritizes strengthening emotional bonds by planning meaningful traditions and offering emotional support during family meetings. The conversation takes place in [Agent 1]'s home, where they are reviewing a calendar together."", 'explanation': 'The scenario highlights cooperative efforts toward relationship maintenance, with complementary approaches by [Agent 1] (practical planner) and [Agent 2] (emotional nurturer). The easy difficulty arises from aligned goals and minimal conflict.'}"
"{'Abbreviation': 'Being intelligent', 'Full label': '""Being intelligent""'}",Competition,"We selected 'Competition' as the social goal category for the shared goal 'Being intelligent' because competition naturally arises when individuals strive to demonstrate their intellectual superiority or unique knowledge. This allows us to explore how dispositional traits (e.g., confidence, humility) and situational factors (e.g., context of the interaction) influence attribution processes in a performance-oriented social setting.",To demonstrate superior knowledge and problem-solving skills compared to the other agent.,To subtly highlight unique areas of expertise while appearing humble and cooperative.,"""Being intelligent""",Confident Challenger: An assertive individual who seeks validation through overt displays of intelligence.,Strategic Expert: A knowledgeable but socially aware individual who prefers indirect demonstrations of competence.,"{'scenario_context': '[Agent 1] and [Agent 2] are participating in a casual pub quiz competition at a local bar. The quiz covers a wide range of topics, including general knowledge, science, history, and pop culture. The shared goal is to contribute intelligently as teammates and win the quiz. [Agent 1] aims to dominate the conversation by quickly answering as many questions as possible to showcase superior knowledge, while [Agent 2] intends to selectively contribute insights on niche topics where they excel, ensuring their competence is noted without overtly overshadowing [Agent 1]. Both agents are seated together at a table, awaiting the next round of questions.', 'explanation': 'The pub quiz setting provides a low-stakes but competitive environment where both agents can pursue their individual goals naturally. The shared goal of winning aligns their efforts superficially, while their differing approaches to demonstrating intelligence create subtle tension.'}"
"{'Abbreviation': 'Things in order', 'Full label': '""Keeping things in order (my desk , office , house , etc.)""'}",Cooperation,We chose 'Cooperation' as the social goal category because keeping things in order often requires collaboration and mutual agreement on tasks and responsibilities. This allows us to explore how agents with different personal goals and roles work together to achieve a shared goal. The personal goals are designed to reflect individual motivations while still aligning with the broader objective of orderliness.,To ensure all shared spaces are organized efficiently so that tasks can be completed quickly.,To maintain a visually pleasing and personalized order in shared spaces.,"""Keeping things in order (my desk , office , house , etc.)""",The Efficiency Expert,The Aesthetic Organizer,"{'scenario_context': '[Agent 1] and [Agent 2] share an office space and have recently decided to reorganize their desks and common areas to improve productivity and aesthetics. [Agent 1] prefers a minimalist arrangement where everything has a designated place based on workflow efficiency, ensuring tasks can be completed swiftly. Meanwhile, [Agent 2] focuses on arranging items in a visually pleasing manner, incorporating personal touches like decorative plants and framed photos to create a comfortable atmosphere. Both agree the space needs to be orderly but prioritize different aspects.', 'explanation': 'This context sets up an interpersonal scenario where shared and individual goals coexist harmoniously, allowing for exploration of attribution theory in social psychology.'}"
"{'Abbreviation': 'Seeking justice', 'Full label': '""Seeking justice""'}",Conflict Resolution,"The shared goal 'Seeking justice' can be explored through various social goal categories. Here, 'Conflict Resolution' is chosen as it directly aligns with the pursuit of justice by addressing and resolving disputes or injustices. The agents' personal goals reflect their unique perspectives within this context: one focuses on uncovering truth, while the other aims to ensure fairness. Their roles as Investigator and Advocate further shape their interaction dynamics.",To uncover the truth behind the injustice,To ensure fair treatment for all parties involved,"""Seeking justice""",Investigator,Advocate,"{'scenario_context': 'In a small town, a community center has reported missing funds, and suspicions have fallen on one of the volunteers. [Agent 1], an investigator hired by the center, is tasked with uncovering the truth behind the financial discrepancy. [Agent 2], an advocate for volunteer rights, seeks to ensure fair treatment for all volunteers involved in the investigation. Both agents share the overarching goal of seeking justice for the community center, but [Agent 1] focuses on uncovering factual evidence, while [Agent 2] prioritizes protecting the volunteers from unfair accusations.', 'explanation': ""This scenario sets up a cooperative yet nuanced situation where both agents align under the shared goal of justice but approach it from different perspectives—truth-seeking versus fair treatment. The 'Easy' difficulty reflects their complementary roles and aligned motivations.""}"
"{'Abbreviation': 'Cause', 'Full label': '""Being committed to a cause (e.g. , earth , environment , anticrime , antidrugs)""'}",Relationship Building,"We selected 'Relationship Building' as the social goal category because committing to a cause often involves forming alliances and fostering connections between individuals who share similar values. This aligns well with the shared goal of being committed to a cause, such as environmental activism. The agents' personal goals reflect their distinct motivations within this context, one aiming to recruit new members by highlighting benefits (a proactive approach), and the other seeking to understand moral motivations (a reflective approach). Their roles—'Community Organizer' and 'Ethical Advocate'—shape how they interact, with one focused on practical engagement and the other on philosophical alignment.",Persuade the other agent to join their environmental group by emphasizing personal fulfillment and collective impact.,Learn how the other agent justifies their commitment to the cause to evaluate alignment with their own moral values.,"""Being committed to a cause (e.g. , earth , environment , anticrime , antidrugs)""",Community Organizer,Ethical Advocate,"{'scenario_context': ""[Agent 1], a passionate Community Organizer, has set up an informational booth at a local farmer's market to recruit volunteers for their environmental group focused on urban reforestation. [Agent 2], an Ethical Advocate who prioritizes aligning personal actions with deeply held moral values, approaches the booth out of curiosity. The shared goal is fostering environmental stewardship, but while [Agent 1] aims to persuade [Agent 2] to join by highlighting personal fulfillment and collective impact, [Agent 2] seeks to evaluate whether the group's philosophy resonates with their own ethical principles."", 'explanation': ""This easy-difficulty scenario places agents in a low-pressure, cooperative setting (a public booth) where their goals naturally intersect around environmental values. The Community Organizer's recruitment focus and Ethical Advocate's value-driven curiosity create complementary motivations that can be resolved through simple dialogue.""}"
"{'Abbreviation': 'Having friends', 'Full label': '""Having friends I love , close companionship""'}",Relationship Building,"We chose Relationship Building as the social goal category because the shared goal 'Having friends I love, close companionship' aligns closely with forming deep connections. The personal goals reflect each agent's perspective: one seeks emotional closeness (active engagement), while the other focuses on reliability (passive stability). Their roles—Social Connector and Trusted Confidant—complement each other to foster companionship.",To establish emotional closeness by sharing personal experiences and actively listening.,To demonstrate reliability and consistency in being present for the other agent.,"""Having friends I love , close companionship""",Social Connector,Trusted Confidant,"{'scenario_context': '[Agent 1] and [Agent 2] are longtime friends who have decided to meet at a quiet café for coffee. They both value their friendship and aim to strengthen their bond during this time together. [Agent 1] hopes to deepen emotional closeness by sharing recent personal experiences and listening attentively to [Agent 2]. Meanwhile, [Agent 2] wants to reaffirm their dependability by being fully present and engaged in the conversation.', 'explanation': 'This scenario creates a simple and cooperative environment where both agents’ goals—emotional closeness and reliability—are naturally aligned and easily attainable. The café setting provides a relaxed, neutral space conducive to deepening interpersonal connections.'}"
"{'Abbreviation': 'Peace of mind', 'Full label': '""Having peace of mind""'}",Conflict Resolution,"The shared goal 'Having peace of mind' aligns well with the 'Conflict Resolution' social goal category, as resolving conflicts often leads to a sense of peace and harmony. To explore this, we will define personal goals for two agents that reflect their individual motivations while contributing to the shared goal. The first agent's goal will focus on addressing unresolved tensions, while the second agent's goal will emphasize restoring harmony. Their social roles will shape how they interact—one as a mediator and the other as a reconciler.",Address unresolved tensions affecting peace of mind,Restore harmony and mutual understanding,"""Having peace of mind""",Mediator,Reconciler,"{'scenario_context': 'Two longtime friends, [Agent 1] and [Agent 2], have recently experienced a minor misunderstanding that has left both feeling unsettled. They decide to meet at a quiet park bench to discuss the issue openly. [Agent 1], acting as Mediator, aims to address the unresolved tensions directly to clear the air. Meanwhile, [Agent 2], taking on the role of Reconciler, seeks to restore harmony and mutual understanding between them.', 'explanation': 'The scenario sets up a simple interpersonal conflict resolution meeting where both agents share the common goal of achieving peace of mind. By situating them in a neutral, calm environment (park bench) and framing the misunderstanding as minor, it ensures the difficulty level remains Easy. The roles naturally align with their individual goals—mediation for addressing tension and reconciliation for restoring harmony.'}"
"{'Abbreviation': 'Defense vs. criticism', 'Full label': '""Defending myself against others’ criticisms or attacks""'}",Conflict Resolution,"To explore attribution theory in social psychology, we selected 'Conflict Resolution' as the social goal category because 'Defending myself against others’ criticisms or attacks' inherently involves interpersonal tension that requires resolution. The personal goals are designed to reflect differing motivations while aligning with the shared goal, and the roles are chosen to create contrasting but complementary interaction dynamics.",To assert my competence and justify my actions convincingly while minimizing hostility.,To express concerns constructively and seek mutual understanding without escalating conflict.,"""Defending myself against others’ criticisms or attacks""",Defender (focused on self-justification),Mediator/Concerned Observer (focused on de-escalation),"{'scenario_context': '[Agent 1] recently completed a project proposal that was criticized by their team for being unrealistic and lacking critical details. [Agent 2], a trusted colleague who helped manage expectations throughout the project, approaches [Agent 1] privately in a quiet breakroom to discuss the feedback before the next team meeting. Both agents agree that addressing concerns constructively is important ([shared goal]), but [Agent 1] aims to justify their proposal confidently without appearing defensive, while [Agent 2] seeks to clarify concerns gently to foster collaboration.', 'explanation': ""The scenario creates a mild interpersonal conflict rooted in professional feedback, aligning with easy difficulty by keeping stakes low and communication channels open. The setting (private, neutral space) reduces hostility, while the agents' goals—assertion vs. mediation—are compatible enough to allow cooperative resolution.""}"
"{'Abbreviation': 'Career knowledge', 'Full label': '""Keeping up to date with career-related knowledge""'}",Information Acquisition,"We selected 'Information Acquisition' as the social goal category because it aligns well with the shared goal of 'Keeping up to date with career-related knowledge'. This category focuses on the pursuit of knowledge and skills, which is central to staying current in a career. The personal goals for each agent reflect their individual motivations for seeking information, while their roles influence how they interact with each other.",To learn about emerging trends in their industry to gain a competitive edge,To acquire practical skills that can be immediately applied to their current job,"""Keeping up to date with career-related knowledge""",Industry Enthusiast,Practical Learner,"{'scenario_context': ""[Agent 1], an Industry Enthusiast, and [Agent 2], a Practical Learner, attend a free community workshop titled 'Emerging Trends and Practical Applications in [Industry].' The workshop is designed for professionals seeking to stay updated and develop relevant skills. Both agents sit next to each other in a collaborative group setting, where participants are encouraged to share insights and experiences. Their shared goal is to keep up to date with career-related knowledge, while [Agent 1] seeks to learn about emerging trends to gain a competitive edge, and [Agent 2] aims to acquire immediately applicable skills for their current job."", 'explanation': ""The scenario establishes a low-stakes, cooperative environment where both agents' goals logically align with the workshop's purpose. The collaborative table setting facilitates natural interaction without conflict.""}"
"{'Abbreviation': 'Bills', 'Full label': '""Being able to meet my financial needs , not worry about bills , expenses , etc.""'}",Cooperation,"Since financial stability (the shared goal) often requires planning and collaboration, the 'Cooperation' category is chosen. Agent 1's personal goal reflects proactive financial planning, while Agent 2's emphasizes securing assistance, illustrating different approaches to achieving stability. Their roles—Financial Planner and Assistance Seeker—define their interaction styles while maintaining a cooperative framework.",To create a detailed financial plan that ensures long-term stability and minimal stress about expenses.,"To seek advice and practical support for immediate financial challenges, reducing reliance on ad-hoc solutions.","""Being able to meet my financial needs , not worry about bills , expenses , etc.""",Financial Planner,Assistance Seeker,"{'scenario_context': '[Agent 1], a Financial Planner, has scheduled a meeting with [Agent 2], an Assistance Seeker, to discuss financial strategies. The meeting takes place in a quiet, professional office setting with financial documents and planning tools available. [Agent 1] aims to create a detailed financial plan for long-term stability, while [Agent 2] seeks immediate advice and practical support to address pressing financial challenges. Both agents share the goal of ensuring financial security and reducing stress related to bills and expenses.', 'explanation': 'The scenario sets up a cooperative interaction where both agents share a common objective but have slightly different priorities—long-term planning versus immediate problem-solving. The easy difficulty level ensures alignment of goals and minimal tension.'}"
"{'Abbreviation': 'Sexual experiences', 'Full label': '""Enjoying sexual experiences""'}",Relationship Building,"The chosen social goal category is 'Relationship Building,' as it aligns well with the shared goal of 'Enjoying sexual experiences.' This category emphasizes fostering intimacy and connection, which are key components of shared sexual experiences. Each agent's personal goal reflects their unique perspective and motivation towards building this relationship.",Create a safe and trusting environment to explore mutual desires.,Express personal boundaries while encouraging open communication about shared pleasures.,"""Enjoying sexual experiences""",Facilitator,Navigator,"{'scenario_context': 'Agent 1 and Agent 2 have been in a romantic relationship for several months and are spending a quiet evening together at home. They have previously discussed the idea of exploring new intimate experiences to deepen their emotional and physical connection. Both agents are relaxed and comfortable with each other, creating a conducive atmosphere for open dialogue. Agent 1 aims to foster a safe and trusting environment where mutual desires can be explored, while Agent 2 seeks to clearly communicate their personal boundaries while encouraging honesty about shared pleasures.', 'explanation': 'This scenario sets up a cooperative and low-pressure interpersonal situation where both agents are aligned in their shared goal of enjoying sexual experiences while also addressing their individual goals related to trust, safety, and communication. The difficulty level is Easy because the agents are already in a stable relationship, have prior communication about intimacy, and are in a comfortable setting.'}"
"{'Abbreviation': 'Being recognized', 'Full label': '""Being admired , recognized by others""'}",Identity Recognition,"To investigate how dispositional traits and situational factors shape social behavior in pursuit of admiration and recognition, we selected 'Identity Recognition' as the social goal category. This aligns with the shared goal of 'Being admired, recognized by others,' as it focuses on how individuals seek validation and acknowledgment of their identity by others.",To assert their expertise and accomplishments in order to gain admiration from the other agent.,To highlight their unique personal qualities and experiences to be recognized as special by the other agent.,"""Being admired , recognized by others""",The Achiever,The Charismatic,"{'scenario_context': '[Agent 1] and [Agent 2] attend a casual networking event at a local café, where professionals gather to share achievements and build connections. The atmosphere is relaxed, with soft music playing in the background and attendees mingling freely. Both agents have been introduced briefly and are now standing near the refreshment table, each eager to make a positive impression on the other.', 'explanation': 'This scenario provides a natural, low-stakes environment where both agents can pursue their individual goals ([Agent 1] asserting expertise, [Agent 2] showcasing uniqueness) while aligning effortlessly with the shared goal of admiration. The lack of conflict and informal setting ensures easy cooperation.'}"
